pre_cut,post_cut,split_post,target_high_p4,target_low_p4,R,avg_n,avg_comp,hit_pct,roi_pct,profit_yen,R_feb_jun,roi_feb_jun_pct,hit_feb_jun_pct
0.25,0.24,0.28,9.0,11.5,161,2.5714285714285716,7.8362971884490005,12.422360248447205,91.6888198757764,-133810.0,130,87.93846153846154,11.538461538461538
0.25,0.24,0.28,9.0,12.0,161,2.5652173913043477,7.884268317242394,12.422360248447205,91.6888198757764,-133810.0,130,87.93846153846154,11.538461538461538
0.25,0.24,0.28,9.0,12.5,161,2.540372670807453,8.011647834555927,12.422360248447205,91.6888198757764,-133810.0,130,87.93846153846154,11.538461538461538
0.25,0.24,0.28,9.0,13.0,161,2.5217391304347827,8.065796910436855,12.422360248447205,91.6888198757764,-133810.0,130,87.93846153846154,11.538461538461538
0.25,0.24,0.28,9.0,13.5,161,2.5093167701863353,8.12359212028043,12.422360248447205,91.6888198757764,-133810.0,130,87.93846153846154,11.538461538461538
0.25,0.24,0.28,9.0,14.0,161,2.5093167701863353,8.12359212028043,12.422360248447205,91.6888198757764,-133810.0,130,87.93846153846154,11.538461538461538
0.25,0.24,0.28,9.5,9.5,161,2.577639751552795,7.732995352391364,13.043478260869565,99.92049689440994,-1280.0,130,96.11923076923077,12.307692307692308
0.25,0.24,0.28,9.5,10.0,161,2.5714285714285716,7.750024904834713,13.043478260869565,99.92049689440994,-1280.0,130,96.11923076923077,12.307692307692308
0.25,0.24,0.28,9.5,10.5,161,2.559006211180124,7.788144660271148,13.043478260869565,99.92049689440994,-1280.0,130,96.11923076923077,12.307692307692308
0.25,0.24,0.28,9.5,11.0,161,2.5341614906832297,7.8679097493483585,13.043478260869565,99.92049689440994,-1280.0,130,96.11923076923077,12.307692307692308
0.25,0.24,0.28,9.5,11.5,161,2.5217391304347827,7.9006466698245115,12.422360248447205,93.31490683229813,-107630.0,130,87.93846153846154,11.538461538461538
0.25,0.24,0.28,9.5,12.0,161,2.515527950310559,7.948617798617905,12.422360248447205,93.31490683229813,-107630.0,130,87.93846153846154,11.538461538461538
