date,race_code,venue,race,day_no,day_cat,model,target_boat,score,rank,target_name,target_grade,motor2,motor_history,prior_expo,prior_turn,prior_straight,foot_type,branch,winner,second,kimarite,head_hit,involved_hit
2026-08-31,202608310408,04,08R,5,3日目以降,4カド,4,63.85,B,松下 一也,A1,38.8,0.476,0.459,0.5,0.2,出足・回り足寄り,まくり差し寄り,5,1,まくり差し,0,0
2026-08-31,202608310409,04,09R,5,3日目以降,4カド,4,60.77,B,宇留田 翔平,A2,20.0,0.399,0.659,0.7,0.4,出足・回り足寄り,まくり差し寄り,1,4,逃げ,0,1
2026-08-31,202608310410,04,10R,5,3日目以降,4カド,4,62.39,B,赤井 睦,B1,42.8,0.55,0.4,0.4,0.4,バランス,両にらみ,3,2,まくり,0,0
2026-08-31,202608310410,04,10R,5,3日目以降,4→5展開,5,61.49,B,村松 修二,A2,25.5,0.387,0.684,0.7,0.6,バランス,4攻め→5展開,3,2,まくり,0,0
2026-08-31,202608310507,05,07R,4,3日目以降,3攻め,3,60.76,B,川原 正明,B1,52.6,0.464,0.346,0.4,0.0,出足・回り足寄り,まくり差し寄り,4,6,差し,0,0
2026-08-31,202608310609,06,09R,2,2日目,3攻め,3,65.27,B,倉持 莉々,A1,44.9,0.502,0.343,0.4,0.0,出足・回り足寄り,まくり差し寄り,3,1,まくり差し,1,1
2026-08-31,202608310610,06,10R,2,2日目,3攻め,3,60.23,B,三浦 永理,A1,40.5,0.573,0.255,0.2,0.6,伸び寄り,まくり寄り,3,6,まくり,1,1
2026-08-31,202608310706,07,06R,5,3日目以降,3攻め,3,61.8,B,小池 哲也,A2,50.0,0.692,0.371,0.3,0.8,伸び寄り,まくり寄り,4,1,抜き,0,0
2026-08-31,202608310806,08,06R,2,2日目,4→5展開,5,68.63,B,中澤 和志,A1,34.8,0.451,0.5,0.5,0.5,不明,4攻め→5展開,5,4,まくり,1,1
2026-08-31,202608311106,11,06R,6,3日目以降,3攻め,3,65.68,B,秦 英悟,A1,30.0,0.331,1.0,1.0,1.0,バランス,両にらみ,1,3,逃げ,0,1
2026-08-31,202608311903,19,03R,3,3日目以降,4カド,4,65.43,B,吉村 正明,A1,29.3,0.583,0.972,1.0,0.8,出足・回り足寄り,まくり差し寄り,1,4,逃げ,0,1
2026-08-31,202608311905,19,05R,3,3日目以降,4カド,4,76.58,A,守田 俊介,A1,39.4,0.608,0.774,0.9,0.0,出足・回り足寄り,まくり差し寄り,1,4,逃げ,0,1
2026-08-31,202608311911,19,11R,3,3日目以降,4カド,4,61.28,B,山崎 裕司,A2,28.1,0.517,0.07,0.0,0.5,伸び寄り,まくり寄り,1,5,逃げ,0,0
2026-08-31,202608311911,19,11R,3,3日目以降,4→5展開,5,65.75,B,淺香 文武,B1,34.6,0.516,0.885,0.9,0.8,バランス,4攻め→5展開,1,5,逃げ,0,1
2026-08-31,202608312103,21,03R,2,2日目,3攻め,3,63.02,B,安達 裕樹,A2,40.4,0.364,0.772,0.8,0.6,出足・回り足寄り,まくり差し寄り,3,1,まくり差し,1,1
2026-08-31,202608312109,21,09R,2,2日目,4→5展開,5,62.45,B,村岡 賢人,A1,28.4,0.506,0.944,1.0,0.6,出足・回り足寄り,4攻め→5展開,5,1,まくり差し,1,1
2026-08-31,202608312112,21,12R,2,2日目,3攻め,3,60.81,B,中野 次郎,A1,40.2,0.468,0.085,0.1,0.0,バランス,両にらみ,1,3,逃げ,0,1
2026-09-01,202609010505,05,05R,5,3日目以降,3攻め,3,62.37,B,谷川 祐一,B1,27.8,0.474,0.545,0.6,0.2,出足・回り足寄り,まくり差し寄り,4,5,まくり,0,0
2026-09-01,202609010507,05,07R,5,3日目以降,3攻め,3,64.04,B,川原 正明,B1,52.6,0.464,0.358,0.375,0.25,バランス,両にらみ,1,3,逃げ,0,1
2026-09-01,202609010602,06,02R,3,3日目以降,3攻め,3,64.28,B,岩崎 芳美,A2,48.9,0.677,0.801,0.9,0.2,出足・回り足寄り,まくり差し寄り,3,5,まくり,1,1
2026-09-01,202609010603,06,03R,3,3日目以降,4カド,4,73.59,A,堀之内紀代子,A2,41.4,0.558,0.688,0.8,0.0,出足・回り足寄り,まくり差し寄り,2,1,差し,0,0
2026-09-01,202609010603,06,03R,3,3日目以降,4→5展開,5,76.95,A,木村 紗友希,B1,33.3,0.505,0.458,0.4,0.8,伸び寄り,4攻め→5展開,2,1,差し,0,0
2026-09-01,202609010605,06,05R,3,3日目以降,3攻め,3,64.23,B,長嶋 万記,B2,29.7,0.554,0.543,0.6,0.2,出足・回り足寄り,まくり差し寄り,3,1,差し,0,1
2026-09-01,202609010702,07,02R,6,3日目以降,4カド,4,65.29,B,伏見 俊介,B2,55.5,0.531,0.112,0.0,0.8,伸び寄り,まくり寄り,4,5,まくり,1,1
2026-09-01,202609010709,07,09R,6,3日目以降,3攻め,3,64.63,B,小池 哲也,A2,50.0,0.692,0.227,0.2,0.4,伸び寄り,まくり寄り,1,4,逃げ,0,0
2026-09-01,202609010711,07,11R,6,3日目以降,3攻め,3,62.57,B,小林 一樹,A2,70.0,0.626,0.483,0.4,1.0,伸び寄り,まくり寄り,4,6,まくり,0,0
2026-09-01,202609010802,08,02R,3,3日目以降,4カド,4,60.77,B,渡邉 俊介,A1,35.6,0.608,0.5,0.5,0.5,不明,両にらみ,4,2,まくり差し,1,1
2026-09-01,202609010807,08,07R,3,3日目以降,3攻め,3,62.82,B,末永 由楽,A2,35.0,0.476,0.5,0.5,0.5,不明,両にらみ,1,6,逃げ,0,0
2026-09-01,202609011204,12,04R,1,初日,4カド,4,66.75,B,柴田 朋哉,B1,42.3,0.479,0.5,0.5,0.5,不明,両にらみ,4,1,差し,0,1
2026-09-01,202609011303,13,03R,1,初日,4カド,4,62.63,B,木村 亮太,B1,45.9,0.626,0.901,0.9,0.901,バランス,両にらみ,2,4,抜き,0,1
2026-09-01,202609011303,13,03R,1,初日,4→5展開,5,61.6,B,渡邉 英児,A2,33.3,0.487,0.5,0.5,0.5,不明,4攻め→5展開,2,4,抜き,0,0
2026-09-01,202609011306,13,06R,1,初日,4→5展開,5,64.89,B,中里 英夫,B1,39.8,0.366,0.5,0.5,0.5,不明,4攻め→5展開,4,1,まくり差し,0,0
2026-09-01,202609011604,16,04R,4,3日目以降,4カド,4,62.99,B,岡本 翔太郎,B1,48.9,0.55,0.344,0.4,0.0,出足・回り足寄り,まくり差し寄り,4,2,まくり差し,1,1
2026-09-01,202609011612,16,12R,4,3日目以降,3攻め,3,68.44,B,中村 日向,A1,39.8,0.677,1.0,1.0,1.0,バランス,両にらみ,5,3,まくり差し,0,1
2026-09-01,202609011801,18,01R,2,2日目,4カド,4,60.51,B,嶋田 貴支,B1,36.1,0.448,0.401,0.4,0.401,バランス,両にらみ,1,4,逃げ,0,1
2026-09-01,202609011902,19,02R,4,3日目以降,4カド,4,65.17,B,深谷 知博,A1,35.5,0.348,0.828,0.8,1.0,伸び寄り,まくり寄り,4,3,まくり,1,1
2026-09-01,202609011905,19,05R,4,3日目以降,4カド,4,66.65,B,野中 一平,A2,28.3,0.307,0.659,0.7,0.4,出足・回り足寄り,まくり差し寄り,1,4,逃げ,0,1
2026-09-01,202609011907,19,07R,4,3日目以降,4カド,4,63.62,B,浜野 孝志,A2,41.5,0.548,0.715,0.7,0.8,バランス,両にらみ,1,5,逃げ,0,0
2026-09-01,202609011907,19,07R,4,3日目以降,4→5展開,5,61.78,B,船岡 洋一郎,A1,38.4,0.543,0.858,0.9,0.6,出足・回り足寄り,4攻め→5展開,1,5,逃げ,0,1
2026-09-01,202609011909,19,09R,4,3日目以降,4カド,4,63.87,B,奥田 誠,A2,30.2,0.553,0.741,0.7,1.0,伸び寄り,まくり寄り,1,5,逃げ,0,0
2026-09-01,202609012110,21,10R,3,3日目以降,3攻め,3,63.64,B,安達 裕樹,A2,40.4,0.364,0.655,0.6,1.0,伸び寄り,まくり寄り,5,1,まくり差し,0,0
2026-09-01,202609012403,24,03R,1,初日,4カド,4,64.17,B,永田 啓二,A1,35.0,0.425,0.5,0.5,0.5,不明,両にらみ,1,2,逃げ,0,0
2026-09-02,202609020504,05,04R,6,3日目以降,3攻め,3,61.18,B,川原 正明,B1,52.6,0.464,0.256,0.2,0.6,伸び寄り,まくり寄り,3,6,まくり,1,1
2026-09-02,202609020509,05,09R,6,3日目以降,4カド,4,60.69,B,川原 正明,B1,52.6,0.464,0.256,0.2,0.6,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-09-02,202609020510,05,10R,6,3日目以降,4カド,4,61.5,B,佐藤 悠,A2,36.6,0.473,0.802,0.9,0.2,出足・回り足寄り,まくり差し寄り,2,5,まくり,0,0
2026-09-02,202609020602,06,02R,4,3日目以降,3攻め,3,61.62,B,野田 彩加,A2,27.7,0.421,0.886,0.9,0.8,バランス,両にらみ,2,5,まくり,0,0
2026-09-02,202609020608,06,08R,4,3日目以降,4カド,4,69.48,B,川野 芽唯,A1,43.5,0.509,0.712,0.7,0.8,バランス,両にらみ,1,5,逃げ,0,0
2026-09-02,202609020803,08,03R,4,3日目以降,4カド,4,60.91,B,森 悠稀,A2,34.0,0.502,0.5,0.5,0.5,不明,両にらみ,5,4,まくり差し,0,1
2026-09-02,202609020803,08,03R,4,3日目以降,4→5展開,5,66.44,B,中澤 和志,A1,34.8,0.451,0.5,0.5,0.5,不明,4攻め→5展開,5,4,まくり差し,1,1
2026-09-02,202609021203,12,03R,2,2日目,3攻め,3,65.06,B,田中 勇輔,B1,37.2,0.726,0.899,0.9,0.899,バランス,両にらみ,4,2,差し,0,0
2026-09-02,202609021204,12,04R,2,2日目,4カド,4,64.27,B,木谷 賢太,A1,12.6,0.423,0.8,0.8,0.8,バランス,両にらみ,4,5,差し,0,1
2026-09-02,202609021204,12,04R,2,2日目,4→5展開,5,62.03,B,草場 康幸,B1,25.2,0.29,0.499,0.5,0.499,バランス,4攻め→5展開,4,5,差し,0,1
2026-09-02,202609021603,16,03R,5,3日目以降,4→5展開,5,63.4,B,中村 日向,A1,39.8,0.677,0.685,0.7,0.6,バランス,4攻め→5展開,5,4,まくり差し,1,1
2026-09-02,202609021803,18,03R,3,3日目以降,4カド,4,64.05,B,稗田 聖也,A1,35.6,0.55,0.899,0.9,0.899,バランス,両にらみ,1,2,逃げ,0,0
2026-09-02,202609021810,18,10R,3,3日目以降,3攻め,3,60.15,B,稗田 聖也,A1,35.6,0.55,0.899,0.9,0.899,バランス,両にらみ,3,5,差し,0,1
2026-09-02,202609022102,21,02R,4,3日目以降,4カド,4,62.1,B,井内 将太郎,A1,39.5,0.541,0.542,0.5,0.8,伸び寄り,まくり寄り,1,4,逃げ,0,1
2026-09-02,202609022105,21,05R,4,3日目以降,4カド,4,60.37,B,一宮 稔弘,B2,28.0,0.428,0.944,1.0,0.6,出足・回り足寄り,まくり差し寄り,1,5,逃げ,0,0
2026-09-02,202609022105,21,05R,4,3日目以降,4→5展開,5,65.12,B,村田 浩司,B1,42.8,0.582,0.712,0.7,0.8,バランス,4攻め→5展開,1,5,逃げ,0,1
2026-09-02,202609022207,22,07R,1,初日,4カド,4,68.31,B,北山 康介,A2,26.8,0.523,0.5,0.5,0.5,不明,両にらみ,1,4,逃げ,0,1
2026-09-02,202609022208,22,08R,1,初日,3攻め,3,61.13,B,大月 遊雅,B1,62.8,0.738,0.5,0.5,0.5,不明,両にらみ,1,2,逃げ,0,0
2026-09-02,202609022403,24,03R,2,2日目,3攻め,3,61.31,B,荒木 颯斗,A2,24.5,0.409,0.143,0.1,0.4,伸び寄り,まくり寄り,1,3,逃げ,0,1
