date,race_code,venue,race,day_no,day_cat,model,target_boat,score,rank,target_name,target_grade,motor2,target_waku_st,winner,second,kimarite,head_hit,involved_hit
2026-08-26,202608260310,03,10R,0,不明,3攻め,3,62.28,B,垂水 悠,B1,30.3,0.09,5,1,まくり差し,0,0
2026-08-26,202608260606,06,06R,0,不明,3攻め,3,69.48,B,北川 潤二,A1,30.1,0.14,1,3,逃げ,0,1
2026-08-26,202608260803,08,03R,5,3日目以降,4カド,4,74.68,A,渡辺 浩司,A1,43.3,0.13,1,3,逃げ,0,0
2026-08-26,202608260807,08,07R,5,3日目以降,3攻め,3,64.76,B,峰重 力也,A2,48.7,0.1,1,3,逃げ,0,1
2026-08-26,202608260811,08,11R,5,3日目以降,3攻め,3,70.55,A,渡邉 和将,A1,44.6,0.17,1,3,逃げ,0,1
2026-08-26,202608260901,09,01R,2,2日目,3攻め,3,60.31,B,井本 昌也,A1,21.4,0.12,1,4,逃げ,0,0
2026-08-26,202608260904,09,04R,2,2日目,3攻め,3,75.65,A,平田 さやか,A2,37.9,0.14,3,4,抜き,0,1
2026-08-26,202608260905,09,05R,2,2日目,4カド,4,86.21,S,堀本 和也,A2,43.9,0.11,4,6,まくり,1,1
2026-08-26,202608260909,09,09R,2,2日目,3攻め,3,67.76,B,松田 淳平,A1,34.2,0.08,1,3,逃げ,0,1
2026-08-26,202608260910,09,10R,2,2日目,3攻め,3,60.74,B,小野 生奈,A1,32.8,0.15,1,3,逃げ,0,1
2026-08-26,202608260911,09,11R,2,2日目,4→5展開,5,64.2,B,田中 駿兵,A1,33.0,0.14,5,4,まくり差し,1,1
2026-08-26,202608261003,10,03R,3,3日目以降,3攻め,3,67.6,B,平山 智加,A1,36.5,0.16,3,2,まくり,1,1
2026-08-26,202608261010,10,10R,3,3日目以降,4カド,4,64.33,B,實森 美祐,A1,36.5,0.14,4,1,抜き,0,1
2026-08-26,202608261010,10,10R,3,3日目以降,4→5展開,5,60.14,B,細川 裕子,A1,43.6,0.17,4,1,抜き,0,0
2026-08-26,202608261102,11,02R,0,不明,3攻め,3,66.03,B,石川 真二,A1,24.2,0.13,5,4,まくり差し,0,0
2026-08-26,202608261106,11,06R,0,不明,3攻め,3,60.21,B,吉川 昭男,A2,28.8,0.14,4,5,まくり,0,0
2026-08-26,202608261301,13,01R,3,3日目以降,3攻め,3,71.38,A,砂長 知輝,A1,41.0,0.13,2,1,差し,0,0
2026-08-26,202608261312,13,12R,3,3日目以降,4カド,4,63.81,B,古川 誠之,A2,35.0,0.11,1,2,逃げ,0,0
2026-08-26,202608261403,14,03R,0,不明,4→5展開,5,60.13,B,高橋 竜矢,A1,26.9,0.14,1,5,逃げ,0,1
2026-08-26,202608261503,15,03R,3,3日目以降,3攻め,3,67.11,B,井上 一輝,A1,39.4,0.13,1,3,逃げ,0,1
2026-08-26,202608261512,15,12R,3,3日目以降,4カド,4,65.45,B,木村 仁紀,A1,39.6,0.12,1,2,逃げ,0,0
2026-08-26,202608261703,17,03R,2,2日目,4→5展開,5,65.75,B,上野 俊樹,B1,32.5,0.15,6,5,まくり差し,0,1
2026-08-26,202608261706,17,06R,2,2日目,3攻め,3,63.87,B,中村 晃朋,A1,33.3,0.12,4,2,まくり差し,0,0
2026-08-26,202608261712,17,12R,2,2日目,3攻め,3,60.89,B,重野 哲之,A2,31.7,0.12,1,3,逃げ,0,1
2026-08-26,202608261803,18,03R,4,3日目以降,4カド,4,68.7,B,山下 和彦,A2,51.0,0.12,3,1,まくり,0,0
2026-08-26,202608262003,20,03R,0,不明,3攻め,3,61.82,B,森作 雄大,B1,36.2,0.11,3,4,まくり,1,1
2026-08-26,202608262202,22,02R,5,3日目以降,4カド,4,64.76,B,飛田 江己,A1,29.6,0.08,1,2,逃げ,0,0
2026-08-26,202608262212,22,12R,5,3日目以降,3攻め,3,60.7,B,飛田 江己,A1,29.6,0.1,1,2,逃げ,0,0
2026-08-27,202608270102,01,02R,3,3日目以降,4→5展開,5,60.04,B,佐藤 隆太郎,A1,40.1,0.16,2,3,まくり,0,0
2026-08-27,202608270104,01,04R,3,3日目以降,4カド,4,61.4,B,桑原 悠,A1,37.6,0.15,1,5,抜き,0,0
2026-08-27,202608270104,01,04R,3,3日目以降,4→5展開,5,67.17,B,毒島 誠,A1,47.8,0.13,1,5,抜き,0,1
2026-08-27,202608270108,01,08R,3,3日目以降,3攻め,3,65.3,B,定松 勇樹,A1,38.0,0.11,3,4,まくり差し,1,1
2026-08-27,202608270109,01,09R,3,3日目以降,4→5展開,5,62.57,B,平本 真之,A1,26.2,0.13,1,3,逃げ,0,0
2026-08-27,202608270112,01,12R,3,3日目以降,3攻め,3,64.84,B,桑原 悠,A1,37.6,0.12,1,5,逃げ,0,0
2026-08-27,202608270702,07,02R,0,不明,4カド,4,66.6,B,小林 一樹,A2,70.0,0.11,2,1,差し,0,0
2026-08-27,202608270709,07,09R,0,不明,3攻め,3,61.27,B,小池 哲也,A2,50.0,0.11,1,2,逃げ,0,0
2026-08-27,202608270710,07,10R,0,不明,3攻め,3,60.68,B,北村 征嗣,A1,28.5,0.17,1,3,逃げ,0,1
2026-08-27,202608270802,08,02R,0,不明,3攻め,3,62.35,B,大場 敏,A2,34.6,0.11,3,4,まくり,1,1
2026-08-27,202608270909,09,09R,3,3日目以降,3攻め,3,77.26,A,堀本 和也,A2,43.9,0.1,1,3,逃げ,0,1
2026-08-27,202608270910,09,10R,3,3日目以降,3攻め,3,70.12,A,清水 愛海,A1,38.8,0.14,3,1,まくり差し,1,1
2026-08-27,202608270911,09,11R,3,3日目以降,3攻め,3,62.9,B,平田 健之佑,A2,34.2,0.12,1,2,逃げ,0,0
2026-08-27,202608270912,09,12R,3,3日目以降,4→5展開,5,60.53,B,加藤 綾,B1,43.0,0.16,4,2,恵まれ,0,0
2026-08-27,202608271004,10,04R,4,3日目以降,3攻め,3,63.64,B,内山 七海,A2,32.0,0.09,1,4,逃げ,0,0
2026-08-27,202608271011,10,11R,4,3日目以降,4カド,4,67.01,B,関野 文,A2,42.9,0.11,1,2,逃げ,0,0
2026-08-27,202608271301,13,01R,4,3日目以降,3攻め,3,65.1,B,山崎 郡,A1,25.8,0.13,3,5,まくり,1,1
2026-08-27,202608271304,13,04R,4,3日目以降,4カド,4,62.62,B,木下 翔太,A1,45.2,0.16,4,1,まくり差し,1,1
2026-08-27,202608271305,13,05R,4,3日目以降,3攻め,3,62.0,B,下出 卓矢,A1,41.3,0.16,4,5,まくり差し,0,0
2026-08-27,202608271305,13,05R,4,3日目以降,4カド,4,61.15,B,白神 優,A1,34.0,0.12,4,5,まくり差し,1,1
2026-08-27,202608271312,13,12R,4,3日目以降,3攻め,3,60.87,B,安河内鈴之介,A2,42.7,0.17,1,3,逃げ,0,1
2026-08-27,202608271407,14,07R,2,2日目,4カド,4,62.42,B,藤原 碧生,A1,54.0,0.13,4,2,まくり,1,1
2026-08-27,202608271410,14,10R,2,2日目,3攻め,3,78.78,A,石丸 海渡,A1,40.8,0.1,4,1,まくり差し,0,0
2026-08-27,202608271411,14,11R,2,2日目,3攻め,3,66.18,B,上村 純一,A1,62.3,0.12,3,4,差し,0,1
2026-08-27,202608271412,14,12R,2,2日目,3攻め,3,66.03,B,青木 玄太,A1,36.6,0.12,1,5,逃げ,0,0
2026-08-27,202608271505,15,05R,4,3日目以降,4カド,4,68.52,B,福島 勇樹,A1,29.9,0.15,1,6,逃げ,0,0
2026-08-27,202608271506,15,06R,4,3日目以降,4カド,4,61.17,B,澤田 尚也,A1,36.6,0.11,5,1,まくり差し,0,0
2026-08-27,202608271507,15,07R,4,3日目以降,4カド,4,60.49,B,大神 康司,A1,36.4,0.12,4,2,まくり,1,1
2026-08-27,202608271510,15,10R,4,3日目以降,3攻め,3,60.26,B,福島 勇樹,A1,29.9,0.12,1,2,逃げ,0,0
2026-08-27,202608271511,15,11R,4,3日目以降,3攻め,3,68.81,B,澤田 尚也,A1,36.6,0.11,1,3,逃げ,0,1
2026-08-27,202608271704,17,04R,3,3日目以降,4カド,4,65.1,B,登 みひ果,B1,34.0,0.19,4,6,まくり,1,1
2026-08-27,202608271711,17,11R,3,3日目以降,3攻め,3,67.99,B,遠藤 エミ,A1,46.8,0.15,1,3,逃げ,0,1
2026-08-27,202608271712,17,12R,3,3日目以降,3攻め,3,64.53,B,石本 裕武,A1,39.5,0.14,3,2,まくり差し,1,1
2026-08-27,202608272212,22,12R,0,不明,4カド,4,73.05,A,山田 哲也,A1,30.1,0.08,1,5,逃げ,0,0
2026-08-28,202608280111,01,11R,4,3日目以降,4→5展開,5,63.48,B,西岡 顕心,A1,38.9,0.15,1,4,逃げ,0,0
2026-08-28,202608280401,04,01R,2,2日目,4カド,4,63.58,B,有賀 達也,A2,14.6,0.12,2,1,差し,0,0
2026-08-28,202608280411,04,11R,2,2日目,4カド,4,62.44,B,北中 元樹,A1,22.8,0.14,4,6,まくり,1,1
2026-08-28,202608280504,05,04R,0,不明,3攻め,3,65.78,B,馬場 剛,A1,33.3,0.11,1,2,逃げ,0,0
2026-08-28,202608280703,07,03R,2,2日目,3攻め,3,61.6,B,金子 萌,A2,16.6,0.12,3,5,まくり,1,1
2026-08-28,202608280704,07,04R,2,2日目,3攻め,3,70.54,A,山田 晃大,A2,50.0,0.11,1,6,逃げ,0,0
2026-08-28,202608280709,07,09R,2,2日目,4カド,4,62.24,B,西野 雄貴,A1,33.3,0.09,1,2,逃げ,0,0
2026-08-28,202608280711,07,11R,2,2日目,4カド,4,66.78,B,上野 真之介,A1,30.0,0.12,1,2,逃げ,0,0
2026-08-28,202608280903,09,03R,4,3日目以降,3攻め,3,62.39,B,井本 昌也,A1,21.4,0.11,3,5,まくり差し,1,1
2026-08-28,202608280905,09,05R,4,3日目以降,3攻め,3,60.92,B,海野 康志郎,A1,29.0,0.11,2,4,差し,0,0
2026-08-28,202608280912,09,12R,4,3日目以降,4カド,4,69.69,B,平田 さやか,A2,37.9,0.11,2,4,抜き,0,1
2026-08-28,202608281001,10,01R,5,3日目以降,4→5展開,5,60.72,B,松尾 夏海,A2,36.2,0.16,1,2,逃げ,0,0
2026-08-28,202608281003,10,03R,5,3日目以降,3攻め,3,65.16,B,大山 千広,A2,30.7,0.14,3,4,まくり,1,1
2026-08-28,202608281004,10,04R,5,3日目以降,3攻め,3,67.66,B,関野 文,A2,42.9,0.15,1,2,逃げ,0,0
2026-08-28,202608281007,10,07R,5,3日目以降,3攻め,3,71.85,A,高憧 四季,A1,36.1,0.16,1,6,逃げ,0,0
2026-08-28,202608281103,11,03R,3,3日目以降,3攻め,3,69.9,B,秦 英悟,A1,30.0,0.12,1,4,逃げ,0,0
2026-08-28,202608281301,13,01R,5,3日目以降,3攻め,3,68.72,B,前田 滉,A1,42.5,0.15,3,4,まくり,1,1
2026-08-28,202608281302,13,02R,5,3日目以降,3攻め,3,63.52,B,白神 優,A1,34.0,0.11,1,6,逃げ,0,0
2026-08-28,202608281304,13,04R,5,3日目以降,4カド,4,67.63,B,砂長 知輝,A1,41.0,0.15,6,1,まくり差し,0,0
2026-08-28,202608281306,13,06R,5,3日目以降,4カド,4,70.35,A,湯川 浩司,A1,46.3,0.13,1,3,逃げ,0,0
2026-08-28,202608281307,13,07R,5,3日目以降,4カド,4,65.31,B,山崎 郡,A1,25.8,0.1,5,6,まくり差し,0,0
2026-08-28,202608281308,13,08R,5,3日目以降,4カド,4,68.99,B,木下 翔太,A1,45.2,0.14,1,2,逃げ,0,0
2026-08-28,202608281405,14,05R,3,3日目以降,3攻め,3,62.42,B,豊田 健士郎,A1,30.3,0.14,1,3,逃げ,0,1
2026-08-28,202608281503,15,03R,0,不明,4カド,4,63.61,B,飯島 昌弘,A2,30.9,0.12,1,4,逃げ,0,1
2026-08-28,202608281710,17,10R,4,3日目以降,4カド,4,62.2,B,山口 真喜子,A2,38.1,0.1,1,2,逃げ,0,0
2026-08-28,202608282302,23,02R,0,不明,3攻め,3,60.57,B,中島 昂章,A2,33.0,0.11,1,5,逃げ,0,0
2026-08-28,202608282303,23,03R,0,不明,3攻め,3,66.96,B,村上 遼,A1,23.8,0.16,1,2,逃げ,0,0
2026-08-28,202608282310,23,10R,0,不明,3攻め,3,60.45,B,大原 祥昌,A2,39.5,0.13,3,1,まくり差し,1,1
2026-08-29,202608290104,01,04R,5,3日目以降,3攻め,3,64.36,B,大峯 豊,A1,42.1,0.1,1,2,逃げ,0,0
2026-08-29,202608290109,01,09R,5,3日目以降,4→5展開,5,71.17,A,椎名 豊,A1,32.6,0.13,1,2,逃げ,0,0
2026-08-29,202608290408,04,08R,3,3日目以降,4カド,4,63.47,B,永井 彪也,A1,40.7,0.12,0,0,,0,0
2026-08-29,202608290409,04,09R,3,3日目以降,4カド,4,72.67,A,赤井 睦,B1,42.8,0.14,0,0,,0,0
2026-08-29,202608290409,04,09R,3,3日目以降,4→5展開,5,61.79,B,永田 秀二,A2,62.3,0.19,0,0,,0,0
2026-08-29,202608290503,05,03R,2,2日目,3攻め,3,71.76,A,佐々木 康幸,A1,39.8,0.11,0,0,,0,0
2026-08-29,202608290511,05,11R,2,2日目,4カド,4,62.42,B,川原 正明,B1,52.6,0.1,5,4,まくり差し,0,1
2026-08-29,202608290512,05,12R,2,2日目,4カド,4,64.99,B,馬場 剛,A1,33.3,0.09,1,3,逃げ,0,0
2026-08-29,202608290704,07,04R,3,3日目以降,4カド,4,61.36,B,伊倉 光,B1,71.4,0.11,1,2,逃げ,0,0
2026-08-29,202608290909,09,09R,5,3日目以降,4カド,4,66.34,B,松田 淳平,A1,34.2,0.09,0,0,,0,0
2026-08-29,202608291008,10,08R,0,不明,3攻め,3,63.87,B,藤原 菜希,A2,38.7,0.15,0,0,,0,0
2026-08-29,202608291012,10,12R,0,不明,3攻め,3,62.7,B,大山 千広,A2,30.7,0.13,0,0,,0,0
2026-08-29,202608291301,13,01R,0,不明,3攻め,3,64.24,B,下出 卓矢,A1,41.3,0.15,0,0,,0,0
2026-08-29,202608291303,13,03R,0,不明,3攻め,3,65.74,B,廣瀬 真也,B1,29.7,0.14,0,0,,0,0
2026-08-29,202608291305,13,05R,0,不明,4カド,4,60.28,B,下出 卓矢,A1,41.3,0.14,0,0,,0,0
2026-08-29,202608291309,13,09R,0,不明,3攻め,3,60.72,B,塩田 北斗,A1,20.2,0.14,0,0,,0,0
2026-08-29,202608291310,13,10R,0,不明,4カド,4,76.62,A,白神 優,A1,34.0,0.11,0,0,,0,0
2026-08-29,202608291311,13,11R,0,不明,4→5展開,5,62.93,B,澤 大介,B1,45.9,0.17,0,0,,0,0
2026-08-29,202608291312,13,12R,0,不明,4カド,4,65.43,B,木下 翔太,A1,45.2,0.15,0,0,,0,0
2026-08-29,202608291403,14,03R,4,3日目以降,4カド,4,62.03,B,井手 良太,A2,26.5,0.09,0,0,,0,0
2026-08-29,202608291407,14,07R,4,3日目以降,3攻め,3,61.67,B,豊田 健士郎,A1,30.3,0.14,0,0,,0,0
2026-08-29,202608291412,14,12R,4,3日目以降,3攻め,3,62.85,B,上田 龍星,A1,39.0,0.1,0,0,,0,0
2026-08-29,202608291601,16,01R,0,不明,4カド,4,68.13,B,岡本 翔太郎,B1,48.9,0.11,0,0,,0,0
2026-08-29,202608291905,19,05R,0,不明,4カド,4,64.35,B,金子 賢志,A1,41.1,0.13,1,3,逃げ,0,0
2026-08-29,202608291911,19,11R,0,不明,3攻め,3,71.53,A,小坂 尚哉,A1,43.0,0.12,1,3,逃げ,0,1
2026-08-29,202608292309,23,09R,2,2日目,3攻め,3,66.04,B,森野 正弘,A1,34.8,0.12,0,0,,0,0
2026-08-30,202608300101,01,01R,0,不明,4→5展開,5,61.9,B,濱野谷 憲吾,A1,44.3,0.16,4,1,まくり,0,0
2026-08-30,202608300109,01,09R,0,不明,3攻め,3,64.91,B,篠崎 元志,A1,33.1,0.13,1,4,逃げ,0,0
2026-08-30,202608300110,01,10R,0,不明,4→5展開,5,70.89,A,久田 敏之,A1,31.8,0.11,1,2,逃げ,0,0
2026-08-30,202608300504,05,04R,3,3日目以降,3攻め,3,62.06,B,木下 雄介,A2,37.7,0.13,2,3,差し,0,1
2026-08-30,202608300506,05,06R,3,3日目以降,3攻め,3,65.84,B,秋元 哲,A1,39.1,0.11,4,3,まくり差し,0,1
2026-08-30,202608300507,05,07R,3,3日目以降,4→5展開,5,71.29,A,川原 正明,B1,52.6,0.16,1,3,逃げ,0,0
2026-08-30,202608300508,05,08R,3,3日目以降,4カド,4,66.71,B,松尾 拓,A2,41.3,0.14,6,3,まくり,0,0
2026-08-30,202608300508,05,08R,3,3日目以降,4→5展開,5,68.74,B,為本 智也,B1,29.7,0.13,6,3,まくり,0,0
2026-08-30,202608300511,05,11R,3,3日目以降,4カド,4,68.16,B,三浦 敬太,A1,34.6,0.12,1,2,逃げ,0,0
2026-08-30,202608300602,06,02R,0,不明,3攻め,3,62.91,B,土屋 千明,A2,46.0,0.12,5,2,まくり差し,0,0
2026-08-30,202608300608,06,08R,0,不明,4カド,4,79.78,A,倉持 莉々,A1,44.9,0.15,4,1,まくり差し,1,1
2026-08-30,202608300705,07,05R,4,3日目以降,3攻め,3,65.02,B,畑田 汰一,A1,28.5,0.13,5,2,恵まれ,0,0
2026-08-30,202608300707,07,07R,4,3日目以降,3攻め,3,70.03,A,小林 一樹,A2,70.0,0.1,1,3,逃げ,0,1
2026-08-30,202608300708,07,08R,4,3日目以降,3攻め,3,60.18,B,西野 雄貴,A1,33.3,0.14,1,3,逃げ,0,1
2026-08-30,202608300709,07,09R,4,3日目以降,3攻め,3,63.81,B,伏見 俊介,B2,55.5,0.14,1,2,逃げ,0,0
2026-08-30,202608300802,08,02R,0,不明,4カド,4,61.96,B,森 悠稀,A2,34.0,0.11,2,4,まくり,0,1
2026-08-30,202608300802,08,02R,0,不明,4→5展開,5,60.7,B,中村 楓,B1,32.3,0.12,2,4,まくり,0,0
2026-08-30,202608300810,08,10R,0,不明,3攻め,3,65.96,B,岡部 大輝,A2,35.0,0.12,3,1,まくり差し,1,1
2026-08-30,202608300911,09,11R,0,不明,3攻め,3,73.81,A,堀本 和也,A2,43.9,0.11,3,1,差し,0,1
2026-08-30,202608300912,09,12R,0,不明,3攻め,3,60.74,B,平田 さやか,A2,37.9,0.14,2,1,差し,0,0
2026-08-30,202608301606,16,06R,2,2日目,3攻め,3,62.41,B,岡本 翔太郎,B1,48.9,0.13,5,3,まくり差し,0,1
2026-08-30,202608301609,16,09R,2,2日目,4カド,4,65.13,B,山田 祐也,A1,22.2,0.13,1,6,逃げ,0,0
2026-08-30,202608301609,16,09R,2,2日目,4→5展開,5,64.42,B,島田 一生,B1,35.0,0.13,1,6,逃げ,0,0
2026-08-30,202608301704,17,04R,0,不明,3攻め,3,62.18,B,奈須 啓太,A2,39.8,0.11,3,1,差し,0,1
2026-08-30,202608301706,17,06R,0,不明,4カド,4,62.11,B,井上 尚悟,B1,42.3,0.17,4,2,まくり,1,1
2026-08-30,202608301709,17,09R,0,不明,4→5展開,5,62.32,B,上野 俊樹,B1,32.5,0.14,1,2,逃げ,0,0
2026-08-30,202608301711,17,11R,0,不明,3攻め,3,63.2,B,重野 哲之,A2,31.7,0.13,1,5,逃げ,0,0
2026-08-30,202608301712,17,12R,0,不明,3攻め,3,60.71,B,末永 和也,A1,40.9,0.13,1,2,逃げ,0,0
2026-08-30,202608301903,19,03R,2,2日目,3攻め,3,62.26,B,浜先 真範,A1,22.0,0.13,3,1,まくり差し,1,1
2026-08-30,202608301906,19,06R,2,2日目,3攻め,3,63.92,B,野中 一平,A2,28.3,0.13,3,4,まくり,1,1
2026-08-30,202608302102,21,02R,0,不明,4カド,4,64.65,B,中野 次郎,A1,40.2,0.13,4,3,まくり,1,1
2026-08-30,202608302103,21,03R,0,不明,3攻め,3,68.63,B,村岡 賢人,A1,28.4,0.12,3,2,まくり,1,1
2026-08-30,202608302108,21,08R,0,不明,3攻め,3,60.86,B,植田 太一,A2,34.6,0.15,3,6,まくり,1,1
2026-08-30,202608302109,21,09R,0,不明,3攻め,3,66.53,B,一宮 稔弘,B2,28.0,0.13,2,3,まくり差し,0,1
2026-08-30,202608302111,21,11R,0,不明,3攻め,3,70.45,A,井内 将太郎,A1,39.5,0.12,4,6,まくり,0,0
2026-08-31,202608310403,04,03R,0,不明,3攻め,3,65.33,B,松下 一也,A1,38.8,0.11,5,4,まくり,0,0
2026-08-31,202608310408,04,08R,0,不明,4カド,4,66.49,B,松下 一也,A1,38.8,0.13,5,1,まくり差し,0,0
2026-08-31,202608310410,04,10R,0,不明,4カド,4,63.68,B,赤井 睦,B1,42.8,0.13,3,2,まくり,0,0
2026-08-31,202608310506,05,06R,4,3日目以降,3攻め,3,65.58,B,鈴木 孝明,A1,36.4,0.13,3,1,まくり差し,1,1
2026-08-31,202608310507,05,07R,4,3日目以降,3攻め,3,67.51,B,川原 正明,B1,52.6,0.1,4,6,差し,0,0
2026-08-31,202608310511,05,11R,4,3日目以降,3攻め,3,61.97,B,仲道 大輔,A2,46.9,0.14,1,3,逃げ,0,1
2026-08-31,202608310602,06,02R,2,2日目,3攻め,3,63.63,B,堀之内紀代子,A2,41.4,0.14,1,4,逃げ,0,0
2026-08-31,202608310603,06,03R,2,2日目,4カド,4,61.28,B,岩崎 芳美,A2,48.9,0.12,1,6,逃げ,0,0
2026-08-31,202608310609,06,09R,2,2日目,3攻め,3,75.22,A,倉持 莉々,A1,44.9,0.13,3,1,まくり差し,1,1
2026-08-31,202608310610,06,10R,2,2日目,3攻め,3,69.28,B,三浦 永理,A1,40.5,0.16,3,6,まくり,1,1
2026-08-31,202608310706,07,06R,5,3日目以降,3攻め,3,67.46,B,小池 哲也,A2,50.0,0.12,4,1,抜き,0,0
2026-08-31,202608310804,08,04R,2,2日目,4カド,4,60.38,B,原田 才一郎,A1,40.6,0.14,4,5,まくり,1,1
2026-08-31,202608310806,08,06R,2,2日目,4→5展開,5,71.2,A,中澤 和志,A1,34.8,0.12,5,4,まくり,1,1
2026-08-31,202608311105,11,05R,0,不明,3攻め,3,63.52,B,松尾 充,A2,27.5,0.15,1,3,逃げ,0,1
2026-08-31,202608311106,11,06R,0,不明,3攻め,3,68.38,B,秦 英悟,A1,30.0,0.13,1,3,逃げ,0,1
2026-08-31,202608311812,18,12R,0,不明,4カド,4,61.53,B,里岡 右貴,A1,26.5,0.12,1,2,逃げ,0,0
2026-08-31,202608311903,19,03R,3,3日目以降,4カド,4,62.42,B,吉村 正明,A1,29.3,0.13,1,4,逃げ,0,1
2026-08-31,202608311905,19,05R,3,3日目以降,4カド,4,78.27,A,守田 俊介,A1,39.4,0.12,1,4,逃げ,0,1
2026-08-31,202608311911,19,11R,3,3日目以降,4カド,4,63.67,B,山崎 裕司,A2,28.1,0.17,1,5,逃げ,0,0
2026-08-31,202608311911,19,11R,3,3日目以降,4→5展開,5,64.03,B,淺香 文武,B1,34.6,0.17,1,5,逃げ,0,1
2026-08-31,202608312012,20,12R,0,不明,3攻め,3,60.66,B,馬袋 義則,A1,39.5,0.11,1,3,逃げ,0,1
2026-08-31,202608312103,21,03R,2,2日目,3攻め,3,68.86,B,安達 裕樹,A2,40.4,0.11,3,1,まくり差し,1,1
2026-08-31,202608312112,21,12R,2,2日目,3攻め,3,71.13,A,中野 次郎,A1,40.2,0.13,1,3,逃げ,0,1
2026-08-31,202608312312,23,12R,0,不明,3攻め,3,60.6,B,下寺 秀和,A1,41.0,0.11,1,2,抜き,0,0
2026-09-01,202609010505,05,05R,5,3日目以降,3攻め,3,66.36,B,谷川 祐一,B1,27.8,0.13,4,5,まくり,0,0
2026-09-01,202609010507,05,07R,5,3日目以降,3攻め,3,71.1,A,川原 正明,B1,52.6,0.11,1,3,逃げ,0,1
2026-09-01,202609010602,06,02R,3,3日目以降,3攻め,3,63.52,B,岩崎 芳美,A2,48.9,0.14,3,5,まくり,1,1
2026-09-01,202609010603,06,03R,3,3日目以降,4カド,4,75.31,A,堀之内紀代子,A2,41.4,0.13,2,1,差し,0,0
2026-09-01,202609010603,06,03R,3,3日目以降,4→5展開,5,80.12,S,木村 紗友希,B1,33.3,0.13,2,1,差し,0,0
2026-09-01,202609010605,06,05R,3,3日目以降,3攻め,3,68.65,B,長嶋 万記,B2,29.7,0.17,3,1,差し,0,1
2026-09-01,202609010609,06,09R,3,3日目以降,3攻め,3,62.49,B,海野 ゆかり,A1,44.0,0.15,2,1,差し,0,0
2026-09-01,202609010702,07,02R,0,不明,4カド,4,66.42,B,伏見 俊介,B2,55.5,0.15,4,5,まくり,1,1
2026-09-01,202609010709,07,09R,0,不明,3攻め,3,70.71,A,小池 哲也,A2,50.0,0.11,1,4,逃げ,0,0
2026-09-01,202609010711,07,11R,0,不明,3攻め,3,66.11,B,小林 一樹,A2,70.0,0.1,4,6,まくり,0,0
2026-09-01,202609010802,08,02R,3,3日目以降,4カド,4,62.28,B,渡邉 俊介,A1,35.6,0.09,4,2,まくり差し,1,1
2026-09-01,202609010807,08,07R,3,3日目以降,3攻め,3,66.61,B,末永 由楽,A2,35.0,0.11,1,6,逃げ,0,0
2026-09-01,202609010812,08,12R,3,3日目以降,4カド,4,61.39,B,末永 由楽,A2,35.0,0.11,1,2,逃げ,0,0
2026-09-01,202609011204,12,04R,0,不明,4カド,4,67.78,B,柴田 朋哉,B1,42.3,0.13,4,1,差し,0,1
2026-09-01,202609011212,12,12R,0,不明,3攻め,3,60.55,B,藤岡 俊介,A1,27.0,0.12,1,5,逃げ,0,0
2026-09-01,202609011303,13,03R,0,不明,4カド,4,60.2,B,木村 亮太,B1,45.9,0.13,2,4,抜き,0,1
2026-09-01,202609011303,13,03R,0,不明,4→5展開,5,60.65,B,渡邉 英児,A2,33.3,0.14,2,4,抜き,0,0
2026-09-01,202609011306,13,06R,0,不明,4→5展開,5,68.74,B,中里 英夫,B1,39.8,0.14,4,1,まくり差し,0,0
2026-09-01,202609011604,16,04R,4,3日目以降,4カド,4,64.42,B,岡本 翔太郎,B1,48.9,0.11,4,2,まくり差し,1,1
2026-09-01,202609011612,16,12R,4,3日目以降,3攻め,3,72.46,A,中村 日向,A1,39.8,0.13,5,3,まくり差し,0,1
2026-09-01,202609011801,18,01R,2,2日目,4カド,4,61.73,B,嶋田 貴支,B1,36.1,0.13,1,4,逃げ,0,1
2026-09-01,202609011802,18,02R,2,2日目,3攻め,3,68.65,B,島川 光男,A2,38.4,0.13,1,5,逃げ,0,0
2026-09-01,202609011808,18,08R,2,2日目,3攻め,3,61.34,B,山口 晃朋,A2,39.2,0.12,2,3,まくり,0,1
2026-09-01,202609011902,19,02R,4,3日目以降,4カド,4,64.05,B,深谷 知博,A1,35.5,0.14,4,3,まくり,1,1
2026-09-01,202609011905,19,05R,4,3日目以降,4カド,4,68.2,B,野中 一平,A2,28.3,0.13,1,4,逃げ,0,1
2026-09-01,202609011907,19,07R,4,3日目以降,4カド,4,61.08,B,浜野 孝志,A2,41.5,0.13,1,5,逃げ,0,0
2026-09-01,202609011911,19,11R,4,3日目以降,3攻め,3,67.06,B,守田 俊介,A1,39.4,0.12,1,3,逃げ,0,1
2026-09-01,202609012012,20,12R,2,2日目,3攻め,3,65.1,B,飯山 泰,A1,31.3,0.14,1,2,逃げ,0,0
2026-09-01,202609012110,21,10R,3,3日目以降,3攻め,3,67.98,B,安達 裕樹,A2,40.4,0.11,5,1,まくり差し,0,0
2026-09-01,202609012403,24,03R,0,不明,4カド,4,68.31,B,永田 啓二,A1,35.0,0.11,1,2,逃げ,0,0
2026-09-02,202609020504,05,04R,0,不明,3攻め,3,66.44,B,川原 正明,B1,52.6,0.11,3,6,まくり,1,1
2026-09-02,202609020509,05,09R,0,不明,4カド,4,63.52,B,川原 正明,B1,52.6,0.1,1,2,逃げ,0,0
