1ブロック力,1対3圧力,2壁弱さ,3スタート先行度,3伸び,3旋回足,3脅威度,bet_hit,composite_odds,date,head_hit,model,prob,race,race_code,return,score,tickets,venue,まくり差し指数,直まくり指数
0.345,0.0,0.557,0.85,0.52,0.766,0.667,0,5.13,2026-08-03,0,3まくり心理,0.0818,02R,202608030102,0,70.32,16,01,0.472,0.703
0.398,0.414,0.474,0.55,0.5,0.5,0.577,1,5.06,2026-08-03,0,3まくり差し心理,0.1008,05R,202608030105,93600,57.44,15,01,0.574,0.544
0.886,0.985,0.0,0.303,0.5,0.5,0.758,0,5.93,2026-08-03,0,3まくり差し心理,0.0721,02R,202608030402,0,65.38,20,04,0.654,0.405
0.861,0.444,0.312,0.416,0.5,0.5,0.859,0,5.01,2026-08-03,0,3まくり差し心理,0.0827,03R,202608030403,0,61.72,11,04,0.617,0.534
0.842,1.0,0.134,0.292,0.5,0.5,0.881,0,5.04,2026-08-03,0,3まくり差し心理,0.0677,07R,202608030407,0,69.19,7,04,0.692,0.454
0.958,0.649,0.646,0.54,0.5,0.5,0.753,0,5.02,2026-08-03,0,3まくり差し心理,0.0625,11R,202608030411,0,70.85,12,04,0.708,0.592
0.589,0.577,0.56,0.798,0.446,0.41,0.669,0,5.4,2026-08-03,0,3まくり心理,0.0887,01R,202608030501,0,65.53,13,05,0.562,0.655
0.676,0.952,0.45,0.55,0.614,0.524,0.783,1,5.02,2026-08-03,1,3まくり差し心理,0.0461,04R,202608030504,8310,74.51,13,05,0.745,0.555
0.759,0.785,0.15,0.284,0.483,0.77,0.705,0,5.01,2026-08-03,0,3まくり差し心理,0.074,01R,202608030601,0,63.44,11,06,0.634,0.4
0.589,0.536,0.0,0.4,0.669,0.98,0.684,0,5.06,2026-08-03,0,3まくり差し心理,0.0753,02R,202608030602,0,63.11,8,06,0.631,0.445
0.732,0.66,0.0,0.376,0.511,0.685,0.712,0,5.1,2026-08-03,0,3まくり差し心理,0.0868,03R,202608030603,0,60.79,14,06,0.608,0.415
0.692,0.624,0.3,0.442,0.765,0.609,0.511,0,12.98,2026-08-03,0,3まくり差し心理,0.0869,05R,202608030805,0,60.75,20,08,0.607,0.504
0.444,0.36,0.633,0.674,0.93,0.9,0.497,0,5.03,2026-08-03,0,3まくり心理,0.0798,01R,202608031301,0,59.44,5,13,0.573,0.594
0.416,0.392,0.45,0.564,0.81,0.9,0.553,0,5.04,2026-08-03,0,3まくり差し心理,0.0868,03R,202608031303,0,60.78,11,13,0.608,0.528
0.641,0.71,0.324,0.682,0.76,1.0,0.756,0,5.02,2026-08-03,0,3まくり差し心理,0.0584,07R,202608031307,0,71.93,6,13,0.719,0.595
0.71,0.497,0.56,0.624,0.5,0.5,0.553,0,5.06,2026-08-03,0,3まくり差し心理,0.0989,09R,202608031709,0,58.54,13,17,0.585,0.564
0.561,0.152,0.609,0.959,0.5,0.5,0.905,0,5.03,2026-08-03,1,3まくり心理,0.0883,07R,202608031907,0,78.88,5,19,0.492,0.789
0.823,0.945,0.375,0.766,0.5,0.5,0.82,0,5.04,2026-08-03,1,3まくり差し心理,0.0654,11R,202608031911,0,69.45,8,19,0.694,0.632
0.931,0.709,0.45,0.473,0.57,0.6,0.846,0,5.82,2026-08-03,0,3まくり差し心理,0.0497,12R,202608031912,0,73.37,20,19,0.734,0.585
0.876,0.552,0.225,0.258,0.583,0.505,0.86,0,5.02,2026-08-03,0,3まくり差し心理,0.1015,12R,202608032012,0,56.96,14,20,0.57,0.442
0.749,0.318,0.523,0.918,0.146,0.476,0.708,0,5.02,2026-08-03,0,3まくり心理,0.0889,03R,202608032103,0,65.82,9,21,0.482,0.658
0.802,0.723,0.3,0.466,0.286,0.675,0.53,0,5.52,2026-08-03,0,3まくり差し心理,0.0741,09R,202608032109,0,63.63,20,21,0.636,0.429
0.788,0.775,0.0,0.286,0.366,0.875,0.537,0,11.34,2026-08-03,0,3まくり差し心理,0.0881,01R,202608032301,0,60.22,20,23,0.602,0.327
0.734,0.987,0.265,0.502,0.5,0.866,0.695,0,5.04,2026-08-03,0,3まくり差し心理,0.0461,06R,202608032306,0,75.68,7,23,0.757,0.46
0.723,0.667,0.719,0.664,0.794,0.524,0.513,0,5.05,2026-08-04,0,3まくり心理,0.0885,03R,202608040503,0,63.32,14,05,0.631,0.633
0.723,0.667,0.719,0.664,0.794,0.524,0.513,0,5.02,2026-08-04,0,3まくり差し心理,0.0753,03R,202608040503,0,63.13,14,05,0.631,0.633
0.8,1.0,0.45,0.766,0.677,0.695,0.837,1,5.05,2026-08-04,1,3まくり差し心理,0.0461,01R,202608040601,20200,75.2,7,06,0.752,0.664
0.746,0.726,0.633,0.633,0.577,0.895,0.503,0,6.79,2026-08-04,0,3まくり差し心理,0.0652,08R,202608040608,0,69.57,20,06,0.696,0.557
0.856,0.946,0.45,0.566,0.674,0.525,0.83,0,5.02,2026-08-04,0,3まくり差し心理,0.0461,09R,202608040609,0,78.95,5,06,0.789,0.625
0.861,1.0,0.572,0.533,0.146,0.476,0.765,0,12.03,2026-08-04,0,3まくり差し心理,0.0461,12R,202608040612,0,79.41,20,06,0.794,0.579
0.801,1.0,0.792,0.725,0.5,0.5,0.751,0,5.07,2026-08-04,0,3まくり心理,0.0784,03R,202608041003,0,71.11,4,10,0.764,0.711
0.801,1.0,0.792,0.725,0.5,0.5,0.751,0,5.01,2026-08-04,1,3まくり差し心理,0.0461,03R,202608041003,0,76.35,3,10,0.764,0.711
0.768,1.0,0.45,0.633,0.5,0.5,0.688,0,5.01,2026-08-04,0,3まくり差し心理,0.0615,03R,202608041203,0,71.11,6,12,0.711,0.55
0.819,1.0,0.434,0.485,0.5,0.5,0.88,0,5.02,2026-08-04,0,3まくり差し心理,0.0461,07R,202608041207,0,78.87,6,12,0.789,0.588
0.894,0.754,0.45,0.39,0.5,0.5,0.816,1,9.05,2026-08-04,0,3まくり差し心理,0.0654,11R,202608041211,28140,69.29,20,12,0.693,0.547
0.749,0.834,0.0,0.425,0.791,0.701,0.795,0,6.21,2026-08-04,0,3まくり差し心理,0.0654,10R,202608041310,0,69.37,20,13,0.694,0.486
0.827,0.688,0.597,0.523,0.251,0.484,0.657,0,5.01,2026-08-04,0,3まくり差し心理,0.0701,06R,202608041706,0,68.16,10,17,0.682,0.546
0.857,0.389,0.15,0.266,0.338,0.961,0.757,1,5.02,2026-08-04,0,3まくり差し心理,0.0905,10R,202608041710,18270,60.01,15,17,0.6,0.415
0.827,1.0,0.225,0.568,0.586,0.61,0.868,0,5.6,2026-08-04,0,3まくり差し心理,0.0461,12R,202608041712,0,79.14,20,17,0.791,0.567
0.747,0.855,0.45,0.7,0.706,0.61,0.955,0,5.01,2026-08-04,0,3まくり差し心理,0.0461,03R,202608042103,0,76.07,9,21,0.761,0.696
0.746,0.0,0.67,1.0,0.668,0.315,0.865,0,5.02,2026-08-04,0,3まくり心理,0.0986,08R,202608042108,0,80.94,8,21,0.409,0.809
0.749,0.822,0.15,0.592,0.65,0.983,0.621,0,5.04,2026-08-05,0,3まくり差し心理,0.0517,07R,202608050107,0,73.06,15,01,0.731,0.495
0.832,0.812,0.447,0.535,0.72,0.6,0.665,0,9.97,2026-08-05,0,3まくり差し心理,0.0576,12R,202608050112,0,72.06,20,01,0.721,0.561
0.622,0.49,0.236,0.583,0.86,0.8,0.716,0,5.02,2026-08-05,0,3まくり差し心理,0.0757,09R,202608050409,0,62.94,5,04,0.629,0.525
0.896,1.0,0.3,0.508,0.614,0.524,0.885,0,5.63,2026-08-05,0,3まくり差し心理,0.0461,10R,202608050410,0,78.84,20,04,0.788,0.575
0.917,0.574,0.225,0.225,0.769,0.715,0.854,0,7.81,2026-08-05,0,3まくり差し心理,0.0878,12R,202608050512,0,60.38,20,05,0.604,0.446
0.579,0.793,0.346,0.459,0.617,0.695,0.686,0,5.02,2026-08-05,1,3まくり差し心理,0.0687,02R,202608050602,0,68.71,10,06,0.687,0.512
0.945,0.934,0.225,0.399,0.252,0.486,0.78,0,5.91,2026-08-05,0,3まくり差し心理,0.0701,12R,202608050612,0,68.16,20,06,0.682,0.43
0.553,0.544,0.3,0.581,0.5,0.5,0.671,0,5.04,2026-08-05,0,3まくり差し心理,0.0898,06R,202608050906,0,60.16,12,09,0.602,0.529
0.724,0.688,0.558,0.491,0.511,0.685,0.713,1,5.0,2026-08-05,0,3まくり差し心理,0.0644,10R,202608050910,17280,70.1,6,09,0.701,0.549
0.755,0.395,0.804,0.884,0.183,0.105,0.872,0,5.0,2026-08-05,0,3まくり心理,0.0765,04R,202608051004,0,76.92,7,10,0.527,0.769
0.637,0.778,0.258,0.325,0.26,0.865,0.631,0,5.03,2026-08-05,0,3まくり差し心理,0.073,08R,202608051008,0,65.08,11,10,0.651,0.401
0.586,0.542,0.147,0.5,0.652,0.885,0.505,0,5.01,2026-08-05,0,3まくり差し心理,0.094,09R,202608051009,0,59.37,15,10,0.594,0.417
0.707,0.55,0.67,0.747,0.392,0.685,0.707,0,5.04,2026-08-05,0,3まくり心理,0.0904,10R,202608051010,0,66.32,6,10,0.647,0.663
0.707,0.55,0.67,0.747,0.392,0.685,0.707,0,5.1,2026-08-05,0,3まくり差し心理,0.0725,10R,202608051010,0,64.67,8,10,0.647,0.663
0.914,1.0,0.335,0.348,0.5,0.5,0.825,0,5.01,2026-08-05,0,3まくり差し心理,0.0602,04R,202608051404,0,71.48,14,14,0.715,0.485
0.549,0.784,0.435,0.506,0.5,0.5,0.793,0,5.01,2026-08-05,0,3まくり差し心理,0.0654,07R,202608051407,0,69.3,4,14,0.693,0.553
0.698,0.714,0.319,0.551,0.88,1.0,0.578,1,5.01,2026-08-05,0,3まくり差し心理,0.0603,09R,202608051409,22540,71.47,5,14,0.715,0.507
0.8,0.939,0.249,0.376,0.5,0.5,0.641,0,5.01,2026-08-05,0,3まくり差し心理,0.0726,11R,202608051411,0,64.9,19,14,0.649,0.434
0.787,0.631,0.707,0.858,0.546,0.21,0.776,1,5.17,2026-08-05,0,3まくり心理,0.0767,07R,202608051707,5160,75.75,16,17,0.583,0.758
0.308,0.0,0.691,0.816,0.634,0.79,0.771,0,5.02,2026-08-05,0,3まくり心理,0.0755,09R,202608051709,0,74.02,7,17,0.515,0.74
0.847,0.65,0.474,0.656,0.329,0.581,0.511,0,14.42,2026-08-05,0,3まくり差し心理,0.0788,02R,202608052102,0,62.31,20,21,0.623,0.545
0.866,0.429,0.375,0.399,0.12,0.666,0.743,0,5.18,2026-08-05,0,3まくり差し心理,0.0789,03R,202608052103,0,62.29,20,21,0.623,0.487
0.837,0.508,0.3,0.442,0.88,1.0,0.587,0,7.17,2026-08-05,0,3まくり差し心理,0.0766,09R,202608052109,0,62.88,20,21,0.629,0.449
0.617,0.702,0.225,0.458,0.5,0.5,0.726,0,5.0,2026-08-06,0,3まくり差し心理,0.073,02R,202608060202,0,64.14,10,02,0.641,0.508
0.537,0.224,0.721,0.876,0.5,0.5,0.694,0,5.03,2026-08-06,0,3まくり心理,0.0752,03R,202608060203,0,74.93,6,02,0.504,0.749
0.8,0.619,0.56,0.483,0.5,0.5,0.527,0,10.44,2026-08-06,0,3まくり差し心理,0.0967,11R,202608060211,0,58.99,20,02,0.59,0.466
0.727,0.813,0.075,0.375,0.437,0.695,0.578,0,5.03,2026-08-06,0,3まくり差し心理,0.0898,05R,202608060405,0,60.08,13,04,0.601,0.355
0.817,0.856,0.45,0.59,0.226,0.675,0.828,0,5.02,2026-08-06,0,3まくり差し心理,0.0461,06R,202608060406,0,77.08,13,04,0.771,0.569
0.639,0.677,0.15,0.376,0.469,0.78,0.567,0,5.04,2026-08-06,0,3まくり差し心理,0.101,07R,202608060907,0,57.22,11,09,0.572,0.351
0.74,0.876,0.499,0.693,0.466,0.676,0.79,0,5.0,2026-08-06,0,3まくり差し心理,0.057,09R,202608060909,0,72.16,5,09,0.722,0.6
0.932,0.919,0.0,0.199,0.949,0.715,0.821,0,5.01,2026-08-06,0,3まくり差し心理,0.0726,11R,202608060911,0,66.08,10,09,0.661,0.424
0.787,0.605,0.26,0.508,0.563,0.97,0.549,0,5.02,2026-08-06,1,3まくり差し心理,0.0727,03R,202608061003,0,66.05,8,10,0.66,0.442
0.671,0.548,0.124,0.408,0.94,1.0,0.613,0,5.02,2026-08-06,0,3まくり差し心理,0.0857,08R,202608061008,0,61.27,8,10,0.613,0.429
0.58,0.151,0.536,0.959,0.741,0.8,0.87,0,5.04,2026-08-06,0,3まくり心理,0.0768,07R,202608061207,0,76.39,10,12,0.517,0.764
0.688,0.349,0.453,0.45,1.0,1.0,0.844,0,5.22,2026-08-06,0,3まくり差し心理,0.0653,09R,202608061209,0,69.53,5,12,0.695,0.615
0.569,0.656,0.62,0.807,0.455,0.791,0.824,0,5.0,2026-08-06,0,3まくり心理,0.0766,07R,202608061407,0,72.43,10,14,0.697,0.724
0.569,0.656,0.62,0.807,0.455,0.791,0.824,0,5.04,2026-08-06,0,3まくり差し心理,0.065,07R,202608061407,0,69.73,8,14,0.697,0.724
0.664,1.0,0.3,0.55,0.432,0.485,0.794,1,5.08,2026-08-06,1,3まくり差し心理,0.0461,11R,202608061411,18930,76.53,9,14,0.765,0.562
0.495,0.121,0.817,0.959,0.983,0.905,0.817,0,5.08,2026-08-06,0,3まくり心理,0.061,03R,202608061703,0,86.22,7,17,0.561,0.862
0.763,0.786,0.621,0.817,0.336,0.725,0.773,1,5.06,2026-08-06,0,3まくり心理,0.0802,06R,202608061706,4970,70.59,8,17,0.714,0.706
0.763,0.786,0.621,0.817,0.336,0.725,0.773,1,5.06,2026-08-06,1,3まくり差し心理,0.0608,06R,202608061706,9230,71.37,8,17,0.714,0.706
0.86,0.89,0.15,0.401,0.737,0.695,0.776,0,6.63,2026-08-06,0,3まくり差し心理,0.0586,11R,202608061711,0,71.86,20,17,0.719,0.5
0.919,1.0,0.311,0.533,0.888,0.714,0.749,0,5.03,2026-08-06,0,3まくり差し心理,0.0461,12R,202608061712,0,80.61,11,17,0.806,0.586
0.811,0.89,0.15,0.343,0.59,0.5,0.783,0,5.08,2026-08-06,0,3まくり差し心理,0.0722,03R,202608061803,0,65.8,16,18,0.658,0.459
0.803,0.798,0.3,0.367,0.93,0.9,0.678,0,8.57,2026-08-06,0,3まくり差し心理,0.0687,04R,202608061804,0,68.69,20,18,0.687,0.469
0.826,1.0,0.375,0.599,0.79,0.7,0.784,0,5.06,2026-08-06,0,3まくり差し心理,0.0461,08R,202608061808,0,78.15,5,18,0.782,0.584
0.505,0.622,0.372,0.517,0.894,0.99,0.753,1,5.01,2026-08-06,1,3まくり差し心理,0.0545,02R,202608061902,16380,72.6,5,19,0.726,0.569
0.816,0.822,0.225,0.418,0.557,0.695,0.719,0,5.01,2026-08-06,0,3まくり差し心理,0.0695,11R,202608061911,0,67.15,8,19,0.671,0.443
0.777,1.0,0.225,0.399,0.5,0.5,0.657,0,10.5,2026-08-06,0,3まくり差し心理,0.0679,03R,202608062403,0,69.01,20,24,0.69,0.475
0.546,0.476,0.656,0.808,0.5,0.5,0.791,0,5.17,2026-08-06,0,3まくり心理,0.0766,06R,202608062406,0,72.23,5,24,0.593,0.722
0.546,0.476,0.656,0.808,0.5,0.5,0.791,0,5.02,2026-08-06,0,3まくり差し心理,0.0941,06R,202608062406,0,59.34,6,24,0.593,0.722
0.763,0.843,0.523,0.725,0.68,0.8,0.873,0,5.01,2026-08-07,0,3まくり心理,0.0864,04R,202608070404,0,69.58,7,04,0.773,0.696
0.763,0.843,0.523,0.725,0.68,0.8,0.873,0,5.04,2026-08-07,0,3まくり差し心理,0.0461,04R,202608070404,0,77.34,7,04,0.773,0.696
0.685,0.731,0.0,0.208,0.868,0.988,0.843,0,5.01,2026-08-07,0,3まくり差し心理,0.0728,06R,202608070406,0,65.96,9,04,0.66,0.433
0.665,0.515,0.396,0.753,0.594,0.99,0.859,1,5.06,2026-08-07,0,3まくり差し心理,0.068,10R,202608071010,18000,68.87,5,10,0.689,0.653
0.581,0.525,0.45,0.666,0.923,0.905,0.752,0,5.01,2026-08-07,0,3まくり差し心理,0.0703,11R,202608071011,0,67.77,10,10,0.678,0.639
0.887,0.41,0.45,0.405,0.8,0.8,0.514,0,6.51,2026-08-07,0,3まくり差し心理,0.0949,05R,202608071205,0,59.2,20,12,0.592,0.496
0.513,0.691,0.15,0.408,0.81,0.9,0.824,0,5.06,2026-08-07,0,3まくり差し心理,0.0642,06R,202608071206,0,70.19,10,12,0.702,0.527
0.782,0.825,0.45,0.768,0.79,0.7,0.88,0,5.02,2026-08-07,0,3まくり差し心理,0.0486,09R,202608071209,0,73.54,5,12,0.735,0.712
0.89,0.592,0.298,0.425,0.669,0.699,0.688,0,5.03,2026-08-07,0,3まくり差し心理,0.0781,12R,202608071212,0,62.4,19,12,0.624,0.461
0.65,1.0,0.375,0.61,0.5,0.5,0.895,0,5.02,2026-08-07,0,3まくり差し心理,0.0461,04R,202608071504,0,76.38,6,15,0.764,0.599
0.705,0.587,0.335,0.675,0.258,0.761,0.567,0,5.01,2026-08-07,0,3まくり差し心理,0.098,05R,202608071505,0,58.81,8,15,0.588,0.468
0.786,0.969,0.0,0.284,0.5,0.5,0.638,1,5.0,2026-08-07,0,3まくり差し心理,0.0923,07R,202608071507,34680,59.63,16,15,0.596,0.349
0.847,1.0,0.0,0.342,0.5,0.5,0.839,0,7.1,2026-08-07,0,3まくり差し心理,0.0693,12R,202608071512,0,68.45,20,15,0.685,0.436
0.832,1.0,0.3,0.483,0.62,0.8,0.792,0,5.03,2026-08-07,0,3まくり差し心理,0.0461,03R,202608071803,0,79.2,17,18,0.792,0.524
0.784,0.941,0.45,0.685,0.741,0.8,0.667,1,5.01,2026-08-07,1,3まくり差し心理,0.0461,05R,202608071805,34980,76.43,15,18,0.764,0.642
0.878,0.713,0.15,0.349,0.54,0.6,0.677,0,7.45,2026-08-07,0,3まくり差し心理,0.0788,10R,202608071810,0,62.34,20,18,0.623,0.445
0.783,0.574,0.45,0.568,0.799,0.8,0.667,1,11.03,2026-08-07,0,3まくり差し心理,0.0653,11R,202608071811,49160,69.32,20,18,0.693,0.575
0.825,0.718,0.375,0.542,0.61,0.7,0.9,0,5.02,2026-08-07,0,3まくり差し心理,0.0461,12R,202608071812,0,77.19,9,18,0.772,0.608
0.809,0.645,0.45,0.757,0.526,0.676,0.771,0,5.04,2026-08-07,0,3まくり差し心理,0.0721,05R,202608071905,0,65.55,5,19,0.656,0.639
0.801,0.494,0.536,0.416,0.983,0.905,0.841,0,5.03,2026-08-07,0,3まくり差し心理,0.0591,10R,202608071910,0,71.73,11,19,0.717,0.617
0.811,0.946,0.375,0.64,0.5,0.5,0.874,0,5.03,2026-08-07,0,3まくり差し心理,0.0461,07R,202608072007,0,75.44,4,20,0.754,0.618
0.88,0.989,0.0,0.202,0.5,0.5,0.767,0,9.88,2026-08-07,0,3まくり差し心理,0.0788,08R,202608072008,0,62.28,20,20,0.623,0.37
0.644,0.981,0.309,0.348,0.518,0.961,0.788,0,5.0,2026-08-08,1,3まくり差し心理,0.0461,02R,202608080202,0,78.07,12,02,0.781,0.503
0.903,0.719,0.3,0.35,0.72,0.6,0.724,0,5.4,2026-08-08,0,3まくり差し心理,0.0828,11R,202608080411,0,61.65,20,04,0.617,0.439
0.693,0.945,0.225,0.575,0.5,0.5,0.802,1,5.03,2026-08-08,1,3まくり差し心理,0.0493,06R,202608080506,11600,73.43,7,05,0.734,0.549
0.868,0.841,0.866,0.59,0.5,0.5,0.765,0,5.06,2026-08-08,0,3まくり心理,0.0881,08R,202608080508,0,63.64,8,05,0.754,0.636
0.868,0.841,0.866,0.59,0.5,0.5,0.765,0,5.02,2026-08-08,0,3まくり差し心理,0.0461,08R,202608080508,0,75.43,4,05,0.754,0.636
0.704,0.693,0.3,0.358,0.64,0.766,0.703,0,5.02,2026-08-08,0,3まくり差し心理,0.0791,10R,202608080910,0,62.18,7,09,0.622,0.426
0.867,0.438,0.0,0.116,0.894,0.99,0.842,0,5.45,2026-08-08,0,3まくり差し心理,0.1014,12R,202608081012,0,57.0,20,10,0.57,0.397
0.962,1.0,0.3,0.483,0.55,0.7,0.848,0,10.72,2026-08-08,0,3まくり差し心理,0.0461,11R,202608081211,0,79.36,20,12,0.794,0.527
0.733,0.717,0.15,0.426,0.906,0.81,0.652,0,5.03,2026-08-08,0,3まくり差し心理,0.0728,10R,202608081510,0,65.96,14,15,0.66,0.479
0.425,0.15,0.511,0.918,0.5,0.5,0.589,0,5.02,2026-08-08,0,3まくり心理,0.091,08R,202608081608,0,66.74,11,16,0.404,0.667
0.353,0.144,0.508,0.835,0.802,0.239,0.677,1,5.04,2026-08-08,0,3まくり心理,0.0892,02R,202608081902,7770,65.93,8,19,0.38,0.659
0.806,0.875,0.499,0.508,0.966,0.81,0.775,0,5.07,2026-08-08,0,3まくり差し心理,0.0461,10R,202608081910,0,78.76,7,19,0.788,0.599
0.835,0.666,0.0,0.233,0.671,0.948,0.664,0,5.02,2026-08-08,0,3まくり差し心理,0.0984,04R,202608082004,0,58.64,6,20,0.586,0.334
0.834,0.584,0.0,0.561,0.2,0.566,0.779,0,8.54,2026-08-08,0,3まくり差し心理,0.086,11R,202608082011,0,61.16,20,20,0.612,0.414
0.747,1.0,0.548,0.684,0.785,0.809,0.872,0,5.0,2026-08-08,0,3まくり心理,0.0807,02R,202608082402,0,70.47,13,24,0.832,0.705
0.747,1.0,0.548,0.684,0.785,0.809,0.872,0,5.03,2026-08-08,0,3まくり差し心理,0.0461,02R,202608082402,0,83.16,5,24,0.832,0.705
0.737,1.0,0.225,0.457,0.635,0.791,0.744,1,5.04,2026-08-09,0,3まくり差し心理,0.0461,10R,202608090210,8310,77.61,10,02,0.776,0.523
0.813,0.813,0.471,0.633,0.47,0.5,0.517,1,5.04,2026-08-09,0,3まくり差し心理,0.0728,01R,202608090301,48080,64.04,12,03,0.64,0.527
0.634,0.544,0.621,0.849,0.5,0.5,0.78,0,5.05,2026-08-09,0,3まくり心理,0.0753,03R,202608090303,0,73.34,4,03,0.6,0.733
0.634,0.544,0.621,0.849,0.5,0.5,0.78,0,5.04,2026-08-09,0,3まくり差し心理,0.0905,03R,202608090303,0,60.0,8,03,0.6,0.733
0.624,0.834,0.0,0.309,0.35,0.5,0.668,1,5.03,2026-08-09,0,3まくり差し心理,0.1013,05R,202608090305,7170,57.09,11,03,0.571,0.357
0.743,0.626,0.0,0.399,0.5,0.5,0.767,0,5.01,2026-08-09,0,3まくり差し心理,0.0969,06R,202608090306,0,58.95,9,03,0.589,0.439
0.546,0.0,0.572,1.0,0.53,0.5,0.763,0,5.05,2026-08-09,0,3まくり心理,0.0765,07R,202608090307,0,76.79,7,03,0.407,0.768
0.902,0.849,0.45,0.498,0.449,0.58,0.706,0,9.34,2026-08-09,0,3まくり差し心理,0.0648,12R,202608090912,0,69.9,20,09,0.699,0.484
0.811,0.712,0.0,0.225,0.774,0.99,0.537,0,5.2,2026-08-09,0,3まくり差し心理,0.1013,11R,202608091011,0,57.07,20,10,0.571,0.31
0.767,0.86,0.67,0.668,0.55,0.7,0.612,0,5.62,2026-08-09,0,3まくり心理,0.0877,05R,202608091205,0,64.53,20,12,0.739,0.645
0.767,0.86,0.67,0.668,0.55,0.7,0.612,0,5.62,2026-08-09,0,3まくり差し心理,0.0487,05R,202608091205,0,73.91,20,12,0.739,0.645
0.848,1.0,0.609,0.524,0.88,1.0,0.755,0,5.01,2026-08-09,0,3まくり差し心理,0.0461,08R,202608091208,0,88.84,18,12,0.888,0.651
0.691,0.591,0.375,0.413,0.5,0.5,0.57,0,6.06,2026-08-09,0,3まくり差し心理,0.1005,04R,202608091304,0,57.65,20,13,0.577,0.472
0.811,0.513,0.768,0.549,0.5,0.5,0.654,0,5.03,2026-08-09,0,3まくり差し心理,0.0688,05R,202608091305,0,66.92,11,13,0.669,0.613
0.904,0.839,0.571,0.491,0.5,0.5,0.696,1,5.02,2026-08-09,1,3まくり差し心理,0.0679,11R,202608091311,15520,68.93,13,13,0.689,0.505
0.818,0.847,0.3,0.608,0.602,0.601,0.817,0,5.01,2026-08-09,0,3まくり差し心理,0.0538,12R,202608091312,0,72.71,16,13,0.727,0.569
0.86,1.0,0.45,0.766,0.575,0.791,0.814,1,5.04,2026-08-09,1,3まくり差し心理,0.0461,02R,202608091402,40480,76.89,11,14,0.769,0.652
0.922,0.8,0.3,0.375,0.603,0.705,0.84,0,6.02,2026-08-09,0,3まくり差し心理,0.0553,10R,202608091410,0,72.46,20,14,0.725,0.521
0.611,0.979,0.548,0.63,0.668,0.315,0.89,0,5.04,2026-08-09,0,3まくり心理,0.0922,05R,202608091605,0,68.04,4,16,0.75,0.68
0.755,0.95,0.45,0.65,0.87,0.9,0.803,0,5.03,2026-08-09,0,3まくり差し心理,0.0461,04R,202608091804,0,80.31,12,18,0.803,0.635
0.927,0.519,0.45,0.465,0.561,0.8,0.933,0,5.06,2026-08-09,0,3まくり差し心理,0.0487,06R,202608091806,0,73.92,6,18,0.739,0.598
0.74,0.683,0.075,0.39,0.654,0.99,0.629,0,5.05,2026-08-09,0,3まくり差し心理,0.0729,02R,202608092002,0,64.1,11,20,0.641,0.392
0.845,0.734,0.349,0.467,0.291,0.748,0.899,0,5.0,2026-08-09,0,3まくり差し心理,0.0461,07R,202608092007,0,75.86,9,20,0.759,0.547
0.701,0.387,0.817,0.841,0.5,0.5,0.828,0,5.02,2026-08-09,0,3まくり心理,0.077,07R,202608092307,0,72.08,7,23,0.565,0.721
0.701,0.387,0.817,0.841,0.5,0.5,0.828,1,5.02,2026-08-09,0,3まくり差し心理,0.1017,07R,202608092307,40350,56.54,6,23,0.565,0.721
0.926,0.783,0.0,0.2,0.737,0.695,0.875,0,5.07,2026-08-09,0,3まくり差し心理,0.074,11R,202608092311,0,63.56,4,23,0.636,0.415
0.95,1.0,0.15,0.384,0.5,0.5,0.714,0,11.35,2026-08-09,0,3まくり差し心理,0.0726,12R,202608092312,0,64.55,20,23,0.646,0.371
0.76,0.895,0.319,0.376,0.292,0.951,0.692,0,5.01,2026-08-09,0,3まくり差し心理,0.0496,03R,202608092403,0,73.38,7,24,0.734,0.437
0.829,0.946,0.45,0.715,0.674,0.524,0.856,1,5.02,2026-08-09,0,3まくり差し心理,0.0461,05R,202608092405,16290,74.64,9,24,0.746,0.679
0.61,0.278,0.511,0.918,0.35,0.5,0.759,0,5.02,2026-08-10,0,3まくり心理,0.0917,02R,202608100302,0,68.48,6,03,0.479,0.685
0.617,0.501,0.572,0.734,0.47,0.5,0.677,0,5.12,2026-08-10,0,3まくり心理,0.0841,04R,202608100304,0,61.65,10,03,0.57,0.616
0.617,0.501,0.572,0.734,0.47,0.5,0.677,0,5.08,2026-08-10,0,3まくり差し心理,0.1013,04R,202608100304,0,57.0,8,03,0.57,0.616
0.723,0.475,0.0,0.426,0.817,0.895,0.73,0,5.01,2026-08-10,0,3まくり差し心理,0.0857,02R,202608100502,0,61.28,12,05,0.613,0.451
0.83,1.0,0.866,0.734,0.455,0.856,0.682,0,5.02,2026-08-10,0,3まくり心理,0.0881,12R,202608100512,0,63.63,8,05,0.776,0.636
0.83,1.0,0.866,0.734,0.455,0.856,0.682,0,5.03,2026-08-10,1,3まくり差し心理,0.0461,12R,202608100512,0,77.63,3,05,0.776,0.636
0.651,0.747,0.56,0.665,0.41,0.5,0.732,1,5.03,2026-08-10,0,3まくり心理,0.088,08R,202608100808,51150,64.1,10,08,0.688,0.641
0.651,0.747,0.56,0.665,0.41,0.5,0.732,1,5.03,2026-08-10,0,3まくり差し心理,0.0683,08R,202608100808,30690,68.78,10,08,0.688,0.641
0.882,0.791,0.56,0.433,0.79,0.7,0.815,0,5.01,2026-08-10,0,3まくり差し心理,0.0461,10R,202608101310,0,76.13,16,13,0.761,0.607
