date,race_code,venue,venue_name,race,boat1_name,p109,grade,top7,entry_course,winner,head_hit,actual_combo,payout100,ticket7_hit,invest7,return7
2026-09-01,202609011911,19,下関,11,内堀 学,0.7480887907019762,S,1-3-2;1-2-3;1-3-4;1-2-4;1-4-3;1-3-6;1-4-2,1,1,1,1-3-2,670,1,700,670
2026-09-01,202609011912,19,下関,12,船岡 洋一郎,0.7795178117826593,S,1-2-3;1-3-2;1-2-5;1-2-6;1-3-5;1-2-4;1-5-2,1,1,1,1-2-5,890,1,700,890
2026-09-01,202609012001,20,若松,01,桂林 寛,0.37514029221595924,B,1-3-6;1-3-5;1-2-6;1-5-6;1-6-3;1-6-5;1-2-3,1,1,1,1-2-6,1240,1,700,1240
2026-09-01,202609012002,20,若松,02,増田 進,0.4543860605728092,B,1-3-5;1-5-3;1-3-2;1-3-6;1-2-3;1-3-4;1-2-5,1,5,0,5-2-1,12150,0,700,0
2026-09-01,202609012003,20,若松,03,宮武 英司,0.5129096078319905,B,1-2-4;1-4-2;1-4-5;1-2-5;1-5-4;1-4-3;1-4-6,1,1,1,1-4-5,2840,1,700,2840
2026-09-01,202609012004,20,若松,04,河合 三弘,0.295084596169932,B,1-5-6;1-4-6;1-6-5;1-4-5;1-6-4;1-5-4;1-2-6,1,1,1,1-6-3,6260,0,700,0
2026-09-01,202609012005,20,若松,05,山田 竜一,0.5619035914952379,B,1-2-4;1-4-2;1-4-5;1-2-5;1-5-4;1-4-6;1-4-3,1,3,0,3-1-2,19010,0,700,0
2026-09-01,202609012006,20,若松,06,吉永 泰弘,0.3237312421648703,B,1-2-5;1-5-2;1-5-6;1-6-5;1-2-6;1-5-3;1-3-5,1,5,0,5-4-6,20310,0,700,0
2026-09-01,202609012007,20,若松,07,榮田 将彦,0.5513291839174776,B,1-5-6;1-2-6;1-6-5;1-2-5;1-5-2;1-6-2;1-5-4,1,3,0,3-1-2,25590,0,700,0
2026-09-01,202609012008,20,若松,08,佐竹 恒彦,0.42285269230547723,B,1-2-3;1-3-2;1-2-4;1-3-4;1-4-2;1-2-6;1-2-5,1,3,0,3-2-1,2670,0,700,0
2026-09-01,202609012009,20,若松,09,胡本 悟志,0.40115146735543333,B,1-3-6;1-6-3;1-3-5;1-3-2;1-6-5;1-6-2;1-2-6,1,6,0,6-2-3,1160,0,700,0
2026-09-01,202609012010,20,若松,10,浅見 昌克,0.457546646369526,B,1-3-6;1-6-3;1-3-2;1-3-5;1-2-3;1-6-2;1-2-6,1,3,0,3-1-6,1470,0,700,0
2026-09-01,202609012011,20,若松,11,鈴木 博,0.5865497000357983,B,1-3-5;1-3-4;1-5-3;1-4-3;1-3-2;1-3-6;1-4-5,1,1,1,1-5-6,6520,0,700,0
2026-09-01,202609012012,20,若松,12,益田 啓司,0.7490919724419342,S,1-3-5;1-5-3;1-3-4;1-4-3;1-3-2;1-3-6;1-5-4,1,1,1,1-2-4,1480,0,700,0
2026-09-01,202609012101,21,芦屋,01,安達 裕樹,0.781387954622039,S,1-4-2;1-4-6;1-2-4;1-4-3;1-6-4;1-3-4;1-2-6,1,6,0,6-2-3,152730,0,700,0
2026-09-01,202609012102,21,芦屋,02,石川 諒,0.5135978836127681,B,1-4-3;1-4-2;1-3-4;1-2-4;1-4-6;1-2-3;1-3-2,1,1,1,1-4-3,890,1,700,890
2026-09-01,202609012103,21,芦屋,03,松井 洪弥,0.7473859516146814,S,1-3-5;1-3-4;1-5-3;1-3-2;1-4-3;1-2-3;1-3-6,1,1,1,1-4-5,6630,0,700,0
2026-09-01,202609012104,21,芦屋,04,中野 次郎,0.7790155761258047,S,1-4-6;1-4-2;1-2-4;1-6-4;1-4-3;1-2-6;1-3-4,1,1,1,1-4-2,780,1,700,780
2026-09-01,202609012105,21,芦屋,05,竹田 和哉,0.8150629420251166,S,1-4-3;1-3-4;1-4-6;1-6-4;1-4-5;1-4-2;1-3-6,1,1,1,1-6-4,3260,1,700,3260
