actual_combo,actual_rank20,actual_second_rank,actual_second_rank_v97,actual_third_rank,actual_third_rank_v97,approved_A,approved_A_wind_v83,approved_S,approved_S_wind_v83,date,entry_confirmed_same,entry_course_preview,entry_gate_keep,entry_source_type,entry_status,grade,group_v97,has_orig,has_stt,has_tkz,head,head_hit,head_v97,history_adjust_online,history_pct_online,kimarite,model,opp_direct_b1_v97,opp_direct_b2_v97,opp_direct_b3_v97,opp_direct_b4_v97,opp_direct_b5_v97,opp_direct_b6_v97,opp_grade_b1_v97,opp_grade_b2_v97,opp_grade_b3_v97,opp_grade_b4_v97,opp_grade_b5_v97,opp_grade_b6_v97,opp_local_b1_v97,opp_local_b2_v97,opp_local_b3_v97,opp_local_b4_v97,opp_local_b5_v97,opp_local_b6_v97,opp_motor_b1_v97,opp_motor_b2_v97,opp_motor_b3_v97,opp_motor_b4_v97,opp_motor_b5_v97,opp_motor_b6_v97,opp_national_b1_v97,opp_national_b2_v97,opp_national_b3_v97,opp_national_b4_v97,opp_national_b5_v97,opp_national_b6_v97,opp_nst_b1_v97,opp_nst_b2_v97,opp_nst_b3_v97,opp_nst_b4_v97,opp_nst_b5_v97,opp_nst_b6_v97,opp_score_b1_v97,opp_score_b2_v97,opp_score_b3_v97,opp_score_b4_v97,opp_score_b5_v97,opp_score_b6_v97,opp_waku_b1_v97,opp_waku_b2_v97,opp_waku_b3_v97,opp_waku_b4_v97,opp_waku_b5_v97,opp_waku_b6_v97,payout100,period_v90,preview_comp,production_buy,race_code,rank2_v98,rank3_v98,ranked_others,ranked_others_v97,relative_deg,relative_wind,result_join_v97,route_hit,score,score_wind_v83,second,st5_combo_corr_v90,st5_combo_raw_v90,st_bias1_v90,st_bias2_v90,st_bias3_v90,st_bias4_v90,st_bias5_v90,st_bias6_v90,st_corr_rank_b1,st_corr_rank_b2,st_corr_rank_b3,st_corr_rank_b4,st_corr_rank_b5,st_corr_rank_b6,st_corr_strength_b1,st_corr_strength_b2,st_corr_strength_b3,st_corr_strength_b4,st_corr_strength_b5,st_corr_strength_b6,st_raw_b1,st_raw_b2,st_raw_b3,st_raw_b4,st_raw_b5,st_raw_b6,st_raw_rank_b1,st_raw_rank_b2,st_raw_rank_b3,st_raw_rank_b4,st_raw_rank_b5,st_raw_rank_b6,st_raw_strength_b1,st_raw_strength_b2,st_raw_strength_b3,st_raw_strength_b4,st_raw_strength_b5,st_raw_strength_b6,st_source_v90,third,ticket20_hit,ticket6_hit,tickets20_display,tickets4_v98,tickets6,tickets6_v98,tilt,tilt_bonus,v98_lambda,v98_parameter_test_pass,valid_payout,valid_result,venue_code_v83,venue_v83,wind_adjust_points,wind_bin,wind_cell,wind_class_old_only,wind_code,wind_old_head_rate,wind_old_lift_pt,wind_old_model_base,wind_old_n,wind_source_type,wind_speed,winner
5-1-3,0,4,4,0,0,0,0,0,0,2026-03-20,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,-1.892,0.027,まくり差し,3まくり,0.33,0.26,,0.443333,0.833333,0.516667,0.38,0.38,,0.38,1.0,0.72,0.349091,0.236364,,0.421818,0.865455,0.429091,0.318286,0.465886,,0.628743,0.648171,0.347314,0.254,0.04,,0.396,0.692,0.54,0.428571,0.357143,,0.428571,0.642857,0.5,0.289067,0.245453,,0.395043,0.678763,0.449171,0,0,,0,0,0,1950,prior7,0.48367,0,202603202404,5-6-4-1-2,5-6-4-1-2,5-6-4-1-2,5-6-4-1-2,,missing,official_realtime,0,46.2647,46.2647,1,,,-0.006057,0.006061,0.002548,0.001998,-0.003626,-0.00092,5,4,3,6,1,2,0.2,0.4,0.6,0.0,1.0,0.8,0.06,0.06,0.05,0.19,-0.02,0.0,4,5,3,6,1,2,0.4,0.2,0.6,0.0,1.0,0.8,backfill,3,0,0,3-5-6;3-6-5;3-5-4;3-4-5;3-5-1;3-6-4;3-4-6;3-5-2;3-1-5;3-6-1;3-1-6;3-6-2;3-2-5;3-4-1;3-1-4;3-2-6;3-4-2;3-2-4;3-1-2;3-2-1,5-6;6-5;5-4;6-4,3-5-6;3-5-4;3-5-1;3-6-5;3-6-4;3-6-1,5-6;6-5;5-4;5-1;6-4;6-1,0,-0.21,0.2,1,1,1,24,大村,0.0,0-2m,missing,neutral,0,0,0,0,0,backfill,2.0,5
3-1-5,7,3,3,2,2,0,0,0,0,2026-03-21,0,0,1,missing,missing,B,3HEAD,0,0,0,3,1,3,1.2188,0.8047,まくり差し,3まくり,0.5,0.5,,0.5,0.5,0.5,0.38,0.38,,0.72,0.38,0.38,0.272727,0.241818,,0.590909,0.636364,0.150909,0.487143,0.4,,0.810457,0.713029,0.502343,0.26,0.308,,0.556,0.39,0.186,0.571429,0.428571,,0.428571,0.642857,0.357143,0.356261,0.335237,,0.534462,0.454881,0.315754,0,0,,0,0,0,4240,prior7,0.5,0,202603210407,4-5-1-2-6,4-5-1-2-6,4-5-1-2-6,4-5-1-2-6,,missing,official_realtime,0,51.0087,51.0087,1,,,-0.006086,0.006051,0.002615,0.001982,-0.003625,-0.000933,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,missing,5,1,0,3-4-5;3-5-4;3-4-1;3-1-4;3-4-2;3-5-1;3-1-5;3-4-6;3-2-4;3-5-2;3-2-5;3-5-6;3-6-4;3-1-2;3-2-1;3-6-5;3-1-6;3-6-1;3-2-6;3-6-2,4-5;5-4;4-1;5-1,3-4-5;3-4-1;3-4-2;3-5-4;3-5-1;3-5-2,4-5;5-4;4-1;4-2;5-1;5-2,0,-0.21,0.2,1,1,1,4,平和島,0.0,missing,missing,neutral,0,0,0,0,0,missing,,3
1-4-3,0,1,1,0,0,0,0,0,0,2026-03-21,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,-1.8036,0.0491,逃げ,3まくり,0.356667,0.546667,,0.706667,0.626667,0.583333,0.38,0.15,,0.72,0.38,1.0,0.507273,0.069091,,0.590909,0.48,0.572727,0.355086,0.778571,,0.546629,0.9628,0.346571,0.292,0.226,,0.538,0.302,0.546,0.571429,0.571429,,0.642857,0.5,0.642857,0.332855,0.354653,,0.542677,0.478056,0.531332,0,0,,0,0,0,1670,prior7,0.159,0,202603210805,4-6-5-1-2,4-6-5-2-1,4-6-5-1-2,4-6-5-2-1,90,右横,official_realtime,0,14.0464,16.0464,4,,,-0.006086,0.006051,0.002615,0.001982,-0.003625,-0.000933,4,6,5,3,1,2,0.4,0.0,0.2,0.6,1.0,0.8,-0.07,0.19,-0.04,-0.09,-0.14,-0.12,4,6,5,3,1,2,0.4,0.0,0.2,0.6,1.0,0.8,backfill,3,0,0,3-4-6;3-6-4;3-4-5;3-5-4;3-4-1;3-6-5;3-5-6;3-4-2;3-1-4;3-6-1;3-1-6;3-6-2;3-2-4;3-5-1;3-1-5;3-2-6;3-5-2;3-2-5;3-1-2;3-2-1,4-6;6-4;4-5;6-5,3-4-6;3-4-5;3-4-1;3-6-4;3-6-5;3-6-1,4-6;6-4;4-5;6-5;4-2;6-2,-0.5,-0.05,0.2,1,1,1,8,常滑,2.0,3-4m,右横_3-4m,favorable,1,30.7692,5.8214,24.9478,65,backfill,4.0,1
1-3-5,0,0,0,1,1,0,0,0,0,2026-03-21,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,-1.6696,0.0826,逃げ,3まくり,0.493333,0.373333,,0.36,0.586667,0.746667,0.38,0.38,,0.15,1.0,0.72,0.290909,0,,0,0.769091,0.743636,0.713029,0.593314,,0.158171,0.707371,0.351543,0.478,0.198,,0,0.71,0.668,0.357143,0.5,,0.071429,0.642857,0.642857,0.41705,0.311483,,0.122118,0.640138,0.55363,0,0,,0,0,0,690,prior7,0.295,0,202603210808,5-6-1-2-4,5-6-1-2-4,5-6-1-2-4,5-6-1-2-4,90,右横,official_realtime,0,27.7804,29.7804,3,,,-0.006086,0.006051,0.002615,0.001982,-0.003625,-0.000933,1,2,3,5,4,6,1.0,0.8,0.6,0.2,0.4,0.0,0.04,0.12,0.12,0.22,0.16,0.3,1,2,3,5,4,6,1.0,0.8,0.6,0.2,0.4,0.0,backfill,5,0,0,3-5-6;3-6-5;3-5-1;3-1-5;3-5-2;3-6-1;3-1-6;3-5-4;3-2-5;3-6-2;3-2-6;3-6-4;3-4-5;3-1-2;3-2-1;3-4-6;3-1-4;3-4-1;3-2-4;3-4-2,6-5;5-6;5-1;6-1,3-5-6;3-5-1;3-5-2;3-6-5;3-6-1;3-6-2,6-5;5-6;5-1;6-1;5-2;6-2,-0.5,-0.05,0.2,1,1,1,8,常滑,2.0,3-4m,右横_3-4m,favorable,1,30.7692,5.8214,24.9478,65,backfill,4.0,1
1-2-3,0,4,4,0,0,0,0,0,0,2026-03-21,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,-1.6607,0.0848,逃げ,3まくり,0.526667,0.293333,,0.443333,0.59,0.77,0.38,0.38,,0.72,0.15,0.38,0.163636,0.414545,,0.576364,0,0.272727,0.382286,0.407829,,0.746686,0.141486,0.484514,0.536,0.264,,0.482,0,0.24,0.357143,0.428571,,0.428571,0.142857,0.428571,0.367662,0.304826,,0.498197,0.16711,0.387757,0,0,,0,0,0,1340,prior7,0.19367,0,202603211608,4-1-6-2-5,4-6-1-2-5,4-1-6-2-5,4-6-1-2-5,0,追い,official_realtime,0,17.656,17.656,2,,,-0.006086,0.006051,0.002615,0.001982,-0.003625,-0.000933,3,6,5,1,2,4,0.6,0.0,0.2,1.0,0.8,0.4,0.12,0.41,0.21,0.04,0.08,0.14,3,6,5,1,2,4,0.6,0.0,0.2,1.0,0.8,0.4,backfill,3,0,0,3-4-1;3-1-4;3-4-6;3-6-4;3-4-2;3-1-6;3-6-1;3-4-5;3-2-4;3-1-2;3-2-1;3-1-5;3-5-4;3-6-2;3-2-6;3-5-1;3-6-5;3-5-6;3-2-5;3-5-2,1-4;4-6;4-1;1-6,3-4-1;3-4-6;3-4-2;3-1-4;3-1-6;3-1-2,1-4;4-6;4-1;4-2;1-6;1-2,-0.5,-0.05,0.2,1,1,1,16,児島,0.0,0-2m,追い_0-2m,neutral,1,25.8503,0.9025,24.9478,147,backfill,2.0,1
1-3-5,0,0,0,2,2,0,0,0,0,2026-03-21,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,1.6518,0.9129,逃げ,3まくり,0.586667,0.19,,0.763333,0.33,0.583333,1.0,0.72,,0.38,0.38,0.38,0,0.532727,,0.352727,0.374545,0,0.498114,0.593257,,0.646286,0.966343,0.699486,0.66,0.428,,0.084,0.39,0.142,0.785714,0.571429,,0.571429,0.5,0.428571,0.546394,0.42562,,0.403675,0.433542,0.350264,0,0,,0,0,0,670,prior7,0.36167,0,202603211611,1-2-5-4-6,1-5-2-4-6,1-5-2-4-6,1-5-2-4-6,0,追い,official_realtime,0,37.7685,37.7685,3,,,-0.006086,0.006051,0.002615,0.001982,-0.003625,-0.000933,1,6,4,3,5,2,1.0,0.0,0.4,0.6,0.2,0.8,0.09,0.22,0.14,0.13,0.15,0.1,1,6,4,3,5,2,1.0,0.0,0.4,0.6,0.2,0.8,backfill,5,0,0,3-1-5;3-5-1;3-1-2;3-2-1;3-1-4;3-5-2;3-2-5;3-1-6;3-4-1;3-5-4;3-4-5;3-5-6;3-6-1;3-2-4;3-4-2;3-6-5;3-2-6;3-6-2;3-4-6;3-6-4,1-5;1-2;2-1;2-5,3-1-5;3-1-2;3-1-4;3-5-1;3-5-2;3-5-4,1-5;1-2;2-1;1-4;2-5;2-4,-0.5,-0.05,0.2,1,1,1,16,児島,0.0,0-2m,追い_0-2m,neutral,1,25.8503,0.9025,24.9478,147,backfill,2.0,1
1-3-5,0,0,0,3,3,1,1,1,1,2026-03-21,1,3,1,backfill,same,S,3HEAD,1,1,1,3,0,3,1.3527,0.8382,抜き,3まくり,0.536667,0.163333,,0.356667,0.49,0.663333,1.0,0.38,,0.38,0.38,0.38,0.709091,0,,0.412727,0,0,0.553771,0.707714,,0.536971,0.566514,0.417029,0.586,0.168,,0.334,0.232,0,0.571429,0.285714,,0.142857,0.214286,0.428571,0.570237,0.268146,,0.32562,0.308673,0.289666,0,0,,0,0,0,1070,prior7,0.729,1,202603211707,1-4-5-6-2,1-4-5-6-2,1-4-5-2-6,1-4-5-6-2,270,左横,official_realtime,0,74.2027,72.2027,3,,,-0.006086,0.006051,0.002615,0.001982,-0.003625,-0.000933,3,6,4,1,2,5,0.6,0.0,0.4,1.0,0.8,0.2,0.08,0.28,0.24,0.01,0.03,0.26,3,6,4,1,2,5,0.6,0.0,0.4,1.0,0.8,0.2,backfill,5,0,0,3-1-4;3-4-1;3-1-5;3-5-1;3-1-2;3-4-5;3-5-4;3-1-6;3-2-1;3-4-2;3-2-4;3-4-6;3-6-1;3-5-2;3-2-5;3-6-4;3-5-6;3-6-5;3-2-6;3-6-2,4-1;1-4;1-5;4-5,3-1-4;3-1-5;3-1-2;3-4-1;3-4-5;3-4-2,4-1;1-4;1-5;1-6;4-5;4-6,-0.5,-0.05,0.2,1,1,1,17,宮島,-2.0,0-2m,左横_0-2m,unfavorable,1,19.1919,-5.7559,24.9478,99,backfill,1.0,1
1-5-4,0,3,4,1,1,0,0,0,0,2026-03-21,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,0.6205,0.6551,逃げ,3まくり,0.68,0.576667,,0.353333,0.383333,0.463333,0.38,0.38,,0.72,0.38,0.38,0.430909,0.090909,,0.832727,0.145455,0.427273,0.771486,0.506629,,0.577714,0.728971,0.699314,0.284,0.18,,0.704,0.378,0.258,0.571429,0.5,,0.571429,0.428571,0.357143,0.454214,0.3372,,0.528818,0.375753,0.378428,0,0,,0,0,0,20760,prior7,0.36233,0,202603211904,4-1-5-6-2,4-1-5-6-2,4-1-5-6-2,4-1-6-5-2,,missing,official_realtime,0,36.8039,36.8039,5,,,-0.006086,0.006051,0.002615,0.001982,-0.003625,-0.000933,4,3,2,6,5,1,0.4,0.6,0.8,0.0,0.2,1.0,0.05,-0.01,-0.05,0.15,0.08,-0.08,4,3,2,6,5,1,0.4,0.6,0.8,0.0,0.2,1.0,backfill,4,0,0,3-4-1;3-1-4;3-4-5;3-5-4;3-4-6;3-1-5;3-5-1;3-4-2;3-6-4;3-1-6;3-6-1;3-1-2;3-2-4;3-5-6;3-6-5;3-2-1;3-5-2;3-2-5;3-6-2;3-2-6,1-4;4-1;4-5;1-5,3-4-1;3-4-5;3-4-6;3-1-4;3-1-5;3-1-6,1-4;4-1;4-5;4-6;1-5;1-6,-0.5,-0.05,0.2,1,1,1,19,下関,0.0,0-2m,missing,neutral,0,0,0,0,0,backfill,2.0,1
3-4-1,12,2,2,5,5,0,0,0,0,2026-03-21,1,3,1,backfill,same,B,3HEAD,1,1,1,3,1,3,0.9509,0.7377,差し,3まくり,0.436667,0.33,,0.606667,0.516667,0.463333,0.38,0.15,,0.72,0.72,0.38,0.090909,0.378182,,0.429091,0.556364,0.387273,0.637714,0.849429,,0.347314,0.653314,0.525714,0.194,0.242,,0.54,0.542,0.352,0.285714,0.428571,,0.5,0.571429,0.571429,0.317658,0.342609,,0.465371,0.518181,0.382862,0,0,,0,0,0,2520,prior7,0.45167,0,202603212408,5-4-6-2-1,5-4-6-2-1,5-4-6-2-1,5-4-6-2-1,0,追い,official_realtime,0,45.9076,45.9076,4,,,-0.006086,0.006051,0.002615,0.001982,-0.003625,-0.000933,6,4,5,2,3,1,0.0,0.4,0.2,0.8,0.6,1.0,0.2,0.02,0.11,-0.06,0.01,-0.07,6,4,5,2,3,1,0.0,0.4,0.2,0.8,0.6,1.0,backfill,1,1,0,3-5-4;3-4-5;3-5-6;3-6-5;3-5-2;3-4-6;3-6-4;3-5-1;3-2-5;3-4-2;3-2-4;3-4-1;3-1-5;3-6-2;3-2-6;3-1-4;3-6-1;3-1-6;3-2-1;3-1-2,4-5;5-4;5-6;4-6,3-5-4;3-5-6;3-5-2;3-4-5;3-4-6;3-4-2,4-5;5-4;5-6;5-2;4-6;4-2,0,-0.21,0.2,1,1,1,24,大村,0.0,0-2m,追い_0-2m,neutral,1,25.8503,0.9025,24.9478,147,backfill,1.0,3
6-5-4,0,3,3,5,5,0,0,0,0,2026-03-22,1,3,1,backfill,same,B,3HEAD,1,1,1,3,0,3,-1.3363,0.1659,差し,3まくり,0.356667,0.266667,,0.463333,0.506667,0.933333,1.0,0.38,,0.38,0.38,1.0,0.572727,0.423636,,0.358182,1,0.732727,0.346571,0.577257,,0.803371,0.354457,0.470571,0.546,0.39,,0,0.468,0.676,0.642857,0.642857,,0.285714,0.642857,0.785714,0.490532,0.372782,,0.335142,0.439035,0.66577,0,0,,0,0,0,75720,prior7,0.37233,0,202603220806,6-1-5-2-4,6-1-5-2-4,6-1-5-2-4,6-1-5-2-4,90,右横,official_realtime,0,35.8471,33.8471,5,,,-0.006124,0.006085,0.00266,0.001975,-0.003709,-0.000883,5,4,6,3,1,2,0.2,0.4,0.0,0.6,1.0,0.8,0.14,0.05,0.17,0.04,0.02,0.03,5,4,6,3,1,2,0.2,0.4,0.0,0.6,1.0,0.8,backfill,4,0,0,3-6-1;3-1-6;3-6-5;3-5-6;3-6-2;3-1-5;3-5-1;3-6-4;3-2-6;3-1-2;3-2-1;3-1-4;3-4-6;3-5-2;3-2-5;3-4-1;3-5-4;3-4-5;3-2-4;3-4-2,1-6;6-1;6-5;1-5,3-6-1;3-6-5;3-6-2;3-1-6;3-1-5;3-1-2,1-6;6-1;6-5;6-2;1-5;1-2,-0.5,-0.05,0.2,1,1,1,8,常滑,-2.0,0-2m,右横_0-2m,unfavorable,1,17.7778,-7.17,24.9478,90,backfill,2.0,6
3-1-4,9,4,4,1,1,1,1,1,1,2026-03-22,1,3,1,backfill,same,S,3HEAD,1,1,1,3,1,3,0.5088,0.6272,まくり,3まくり,0.24,0.0,,0.78,0.5,0.8,0.38,0.15,,0.38,0.38,0.38,0.205455,0.247273,,0.365455,0,0,0.579543,0.568686,,0.814,0.6948,0.775029,0.156,0.144,,0.28,0.344,0.342,0.285714,0.5,,0.5,0.571429,0.642857,0.274313,0.212818,,0.467016,0.385705,0.459392,0,0,,0,0,0,970,prior7,0.724,1,202603221301,4-6-5-1-2,4-6-5-1-2,4-6-5-1-2,4-6-5-1-2,0,追い,official_realtime,1,72.8588,72.8588,1,,,-0.006124,0.006085,0.00266,0.001975,-0.003709,-0.000883,4,6,1,3,5,2,0.4,0.0,1.0,0.6,0.2,0.8,0.05,0.1,-0.03,0.01,0.08,-0.01,4,6,1,3,5,2,0.4,0.0,1.0,0.6,0.2,0.8,backfill,4,1,0,3-4-6;3-6-4;3-4-5;3-5-4;3-4-1;3-6-5;3-5-6;3-4-2;3-1-4;3-6-1;3-1-6;3-6-2;3-2-4;3-5-1;3-1-5;3-2-6;3-5-2;3-2-5;3-1-2;3-2-1,4-6;6-4;4-5;6-5,3-4-6;3-4-5;3-4-1;3-6-4;3-6-5;3-6-1,4-6;6-4;4-5;6-5;4-1;6-1,-0.5,-0.05,0.2,1,1,1,13,尼崎,0.0,0-2m,追い_0-2m,neutral,1,25.8503,0.9025,24.9478,147,backfill,0.0,3
5-3-4,0,0,0,1,1,1,1,0,0,2026-03-22,1,3,1,backfill,same,A,3HEAD,1,1,1,3,0,3,1.1637,0.7909,まくり,3まくり,0.18,0.18,,0.85,0.77,0.38,0.38,0.15,,1.0,0.38,0.38,0.434545,0,,0,0,0,0.708743,0.558171,,0.577257,0.4724,0.603829,0.38,0.092,,0.652,0.334,0.428,0.285714,0.214286,,0.428571,0.642857,0.571429,0.346364,0.188055,,0.573585,0.401025,0.364599,0,0,,0,0,0,3360,prior7,0.607,1,202603221302,4-5-1-6-2,4-5-6-1-2,4-1-5-6-2,4-5-6-1-2,0,追い,official_realtime,0,61.8137,61.8137,3,,,-0.006124,0.006085,0.00266,0.001975,-0.003709,-0.000883,5,6,3,2,1,4,0.2,0.0,0.6,0.8,1.0,0.4,0.12,0.24,0.11,0.09,0.03,0.11,5,6,3,2,1,4,0.2,0.0,0.6,0.8,1.0,0.4,backfill,4,0,0,3-4-1;3-1-4;3-4-5;3-5-4;3-4-6;3-1-5;3-5-1;3-4-2;3-6-4;3-1-6;3-6-1;3-1-2;3-2-4;3-5-6;3-6-5;3-2-1;3-5-2;3-2-5;3-6-2;3-2-6,5-4;4-5;4-6;5-6,3-4-1;3-4-5;3-4-6;3-1-4;3-1-5;3-1-6,5-4;4-5;4-6;4-1;5-6;5-1,-0.5,-0.05,0.2,1,1,1,13,尼崎,0.0,0-2m,追い_0-2m,neutral,1,25.8503,0.9025,24.9478,147,backfill,0.0,5
3-1-2,1,1,2,2,1,1,1,0,0,2026-03-23,1,3,1,backfill,same,A,3HEAD,1,1,1,3,1,3,0.5094,0.6273,まくり差し,3まくり,0.61,0.43,,0.37,0.26,0.54,0.38,0.72,,0.38,0.72,0.38,0.345455,0.409091,,0,0.54,0.312727,0.0,0.0,,0.0,0.0,0.0,0.452,0.358,,0.302,0.462,0.15,0.642857,0.571429,,0.214286,0.428571,0.357143,0.341974,0.344776,,0.204066,0.331551,0.243661,0,0,,0,0,0,1270,prior7,0.624,1,202603231207,1-2-5-6-4,2-5-1-6-4,1-2-5-6-4,2-1-5-6-4,0,追い,official_realtime,0,62.8594,62.8594,1,,,-0.006182,0.006142,0.002797,0.001936,-0.003767,-0.000922,2,5,4,6,3,1,0.8,0.2,0.4,0.0,0.6,1.0,0.0,0.05,0.04,0.19,0.03,-0.05,2,5,4,6,3,1,0.8,0.2,0.4,0.0,0.6,1.0,backfill,2,1,1,3-1-2;3-2-1;3-1-5;3-5-1;3-1-6;3-2-5;3-5-2;3-1-4;3-6-1;3-2-6;3-6-2;3-2-4;3-4-1;3-5-6;3-6-5;3-4-2;3-5-4;3-4-5;3-6-4;3-4-6,1-2;1-5;2-5;2-1,3-1-2;3-1-5;3-1-6;3-2-1;3-2-5;3-2-6,1-2;1-5;2-5;2-1;1-6;2-6,-0.5,-0.05,0.2,1,1,1,12,住之江,0.0,0-2m,追い_0-2m,neutral,1,25.8503,0.9025,24.9478,147,backfill,0.0,3
1-3-2,0,0,0,5,5,0,0,0,0,2026-03-23,0,0,1,missing,missing,B,3HEAD,0,0,0,3,0,3,-1.2326,0.1918,抜き,3まくり,0.5,0.5,,0.5,0.5,0.5,0.72,0.38,,0.15,0.38,0.72,0.443636,0,,0.830909,0.454545,0.610909,0.824629,0.507714,,0.657829,0.570971,0.6552,0.684,0,,0.212,0.276,0.568,0.785714,0.357143,,0.285714,0.5,0.571429,0.581552,0.269254,,0.358298,0.381669,0.524805,0,0,,0,0,0,930,prior7,0.5,0,202603231403,1-6-5-4-2,1-6-5-4-2,1-6-5-4-2,1-6-5-4-2,,missing,official_realtime,0,48.5574,48.5574,3,,,-0.006182,0.006142,0.002797,0.001936,-0.003767,-0.000922,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,missing,2,0,0,3-1-6;3-6-1;3-1-5;3-5-1;3-1-4;3-6-5;3-5-6;3-1-2;3-4-1;3-6-4;3-4-6;3-6-2;3-2-1;3-5-4;3-4-5;3-2-6;3-5-2;3-2-5;3-4-2;3-2-4,1-6;6-1;1-5;6-5,3-1-6;3-1-5;3-1-4;3-6-1;3-6-5;3-6-4,1-6;6-1;1-5;1-4;6-5;6-4,0,-0.21,0.2,1,1,1,14,鳴門,0.0,missing,missing,neutral,0,0,0,0,0,missing,,1
1-3-5,0,0,0,4,4,1,1,0,0,2026-03-23,1,3,1,backfill,same,A,3HEAD,1,1,1,3,0,3,-0.8269,0.2933,逃げ,3まくり,0.753333,0.396667,,0.233333,0.466667,0.313333,0.38,0.38,,0.72,0.38,0.38,0.238182,0.336364,,0.587273,0.229091,0.376364,0.709486,0.341543,,0.4384,0.367714,0.284171,0.476,0.334,,0.522,0.256,0.152,0.571429,0.5,,0.857143,0.285714,0.428571,0.477936,0.325631,,0.455033,0.299993,0.26307,0,0,,0,0,0,1010,prior7,0.61967,1,202603231503,1-4-2-5-6,1-4-2-5-6,1-4-2-5-6,1-4-2-5-6,0,追い,official_realtime,0,61.0898,61.0898,3,,,-0.006182,0.006142,0.002797,0.001936,-0.003767,-0.000922,4,2,1,5,3,6,0.4,0.8,1.0,0.2,0.6,0.0,0.01,-0.04,-0.05,0.05,0.01,0.11,3,2,1,5,4,6,0.6,0.8,1.0,0.2,0.4,0.0,backfill,5,0,0,3-1-4;3-4-1;3-1-2;3-2-1;3-1-5;3-4-2;3-2-4;3-1-6;3-5-1;3-4-5;3-5-4;3-4-6;3-6-1;3-2-5;3-5-2;3-6-4;3-2-6;3-6-2;3-5-6;3-6-5,1-4;4-1;1-2;4-2,3-1-4;3-1-2;3-1-5;3-4-1;3-4-2;3-4-5,1-4;4-1;1-2;1-5;4-2;4-5,-0.5,-0.05,0.2,1,1,1,15,丸亀,0.0,3-4m,追い_3-4m,neutral,1,22.2222,-2.7256,24.9478,90,backfill,3.0,1
3-6-4,18,5,5,3,3,0,0,0,0,2026-03-24,0,0,1,missing,missing,B,3HEAD,0,0,0,3,1,3,1.7758,0.944,逃げ,3まくり,0.5,0.5,,0.5,0.5,0.5,0.38,0.38,,0.38,0.38,0.38,0.463636,0.181818,,0.054545,0.065455,0.090909,0.737829,0.748457,,0.570629,0.596286,0.350971,0.422,0.284,,0.28,0.068,0.224,0.5,0.357143,,0.357143,0.5,0.428571,0.438502,0.378686,,0.337513,0.315325,0.298869,0,0,,0,0,0,4240,prior7,0.5,0,202603240208,1-2-4-5-6,1-2-4-5-6,1-2-4-5-6,1-2-4-5-6,,missing,official_realtime,0,51.5658,51.5658,6,,,-0.006158,0.006076,0.002796,0.001949,-0.003772,-0.000887,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,missing,4,1,0,3-1-2;3-2-1;3-1-4;3-4-1;3-1-5;3-2-4;3-4-2;3-1-6;3-5-1;3-2-5;3-5-2;3-2-6;3-6-1;3-4-5;3-5-4;3-6-2;3-4-6;3-6-4;3-5-6;3-6-5,1-2;2-1;1-4;2-4,3-1-2;3-1-4;3-1-5;3-2-1;3-2-4;3-2-5,1-2;2-1;1-4;1-5;2-4;2-5,0,-0.21,0.2,1,1,1,2,戸田,0.0,missing,missing,neutral,0,0,0,0,0,missing,,3
