actual_combo,actual_rank20,actual_second_rank,actual_second_rank_v97,actual_third_rank,actual_third_rank_v97,approved_A,approved_A_wind_v83,approved_S,approved_S_wind_v83,date,entry_confirmed_same,entry_course_preview,entry_gate_keep,entry_source_type,entry_status,grade,group_v97,has_orig,has_stt,has_tkz,head,head_hit,head_v97,history_adjust_online,history_pct_online,kimarite,model,opp_direct_b1_v97,opp_direct_b2_v97,opp_direct_b3_v97,opp_direct_b4_v97,opp_direct_b5_v97,opp_direct_b6_v97,opp_grade_b1_v97,opp_grade_b2_v97,opp_grade_b3_v97,opp_grade_b4_v97,opp_grade_b5_v97,opp_grade_b6_v97,opp_local_b1_v97,opp_local_b2_v97,opp_local_b3_v97,opp_local_b4_v97,opp_local_b5_v97,opp_local_b6_v97,opp_motor_b1_v97,opp_motor_b2_v97,opp_motor_b3_v97,opp_motor_b4_v97,opp_motor_b5_v97,opp_motor_b6_v97,opp_national_b1_v97,opp_national_b2_v97,opp_national_b3_v97,opp_national_b4_v97,opp_national_b5_v97,opp_national_b6_v97,opp_nst_b1_v97,opp_nst_b2_v97,opp_nst_b3_v97,opp_nst_b4_v97,opp_nst_b5_v97,opp_nst_b6_v97,opp_score_b1_v97,opp_score_b2_v97,opp_score_b3_v97,opp_score_b4_v97,opp_score_b5_v97,opp_score_b6_v97,opp_waku_b1_v97,opp_waku_b2_v97,opp_waku_b3_v97,opp_waku_b4_v97,opp_waku_b5_v97,opp_waku_b6_v97,payout100,period_v90,preview_comp,production_buy,race_code,rank2_v98,rank3_v98,ranked_others,ranked_others_v97,relative_deg,relative_wind,result_join_v97,route_hit,score,score_wind_v83,second,st5_combo_corr_v90,st5_combo_raw_v90,st_bias1_v90,st_bias2_v90,st_bias3_v90,st_bias4_v90,st_bias5_v90,st_bias6_v90,st_corr_rank_b1,st_corr_rank_b2,st_corr_rank_b3,st_corr_rank_b4,st_corr_rank_b5,st_corr_rank_b6,st_corr_strength_b1,st_corr_strength_b2,st_corr_strength_b3,st_corr_strength_b4,st_corr_strength_b5,st_corr_strength_b6,st_raw_b1,st_raw_b2,st_raw_b3,st_raw_b4,st_raw_b5,st_raw_b6,st_raw_rank_b1,st_raw_rank_b2,st_raw_rank_b3,st_raw_rank_b4,st_raw_rank_b5,st_raw_rank_b6,st_raw_strength_b1,st_raw_strength_b2,st_raw_strength_b3,st_raw_strength_b4,st_raw_strength_b5,st_raw_strength_b6,st_source_v90,third,ticket20_hit,ticket6_hit,tickets20_display,tickets4_v98,tickets6,tickets6_v98,tilt,tilt_bonus,v98_lambda,v98_parameter_test_pass,valid_payout,valid_result,venue_code_v83,venue_v83,wind_adjust_points,wind_bin,wind_cell,wind_class_old_only,wind_code,wind_old_head_rate,wind_old_lift_pt,wind_old_model_base,wind_old_n,wind_source_type,wind_speed,winner
5-1-4,3,1,1,3,3,0,0,0,0,2026-08-09,1,5,1,snapshot,same,B,5HEAD,0,1,1,5,1,5,0.3573,0.5893,まくり差し,5頭展開,0.425,0.365,0.615,0.375,,0.555,1.0,0.38,0.38,0.72,,0.38,0.681818,0.585455,0.610909,0.727273,,0.338182,0.715657,0.725429,0.911429,0.605829,,0.1216,0.678,0.602,0.296,0.56,,0.314,0.714286,0.571429,0.5,0.5,,0.357143,0.732563,0.579468,0.531806,0.578148,,0.334517,0.975,0.9,0.425,0.6375,,0.26375,4250,recent3,0.50322,0,202608090310,1-4-2-3-6,1-2-4-3-6,1-2-4-3-6,1-2-4-3-6,340,追い,official_realtime,1,50.6793,50.6793,1,0.5404,0.5404,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,1,6,5,4,2,3,1.0,0.0,0.2,0.4,0.8,0.6,0.04,0.23,0.18,0.17,0.06,0.13,1,6,5,4,2,3,1.0,0.0,0.2,0.4,0.8,0.6,snapshot,4,1,1,5-1-2;5-2-1;5-1-4;5-4-1;5-1-3;5-2-4;5-4-2;5-1-6;5-3-1;5-2-3;5-3-2;5-2-6;5-6-1;5-4-3;5-3-4;5-6-2;5-4-6;5-6-4;5-3-6;5-6-3,4-1;1-2;1-4;4-2,5-1-2;5-1-4;5-1-3;5-2-1;5-2-4;5-2-3,4-1;1-2;1-4;1-3;4-2;4-3,1.5,0,0.4,0,1,1,3,江戸川,0.0,0-2m,追い_0-2m,neutral,5,8.1818,-0.3961,8.5779,220,snapshot,2.0,5
1-4-5,0,3,3,0,0,1,1,0,0,2026-08-09,1,5,1,snapshot,same,A,5HEAD,1,1,1,5,0,5,-0.7183,0.3204,逃げ,5頭展開,0.483333,0.35,0.543333,0.473333,,0.49,0.38,0.38,0.38,0.38,,0.72,0.314545,0.38,0.383636,0.474545,,0.363636,0.612171,0.645714,0.361029,0.647486,,0.69,0.442,0.442,0.014,0.39,,0.544,0.642857,0.571429,0.428571,0.571429,,0.5,0.54887,0.49363,0.347147,0.50894,,0.577776,1,0.725,0.425,0.6875,,0.6125,1570,recent3,0.58576,1,202608090502,6-1-4-2-3,6-1-2-4-3,6-1-4-2-3,6-1-4-2-3,315,追い,official_realtime,0,57.8577,57.8577,4,0.8702,0.8702,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,6,4,5,2,1,3,0.0,0.4,0.2,0.8,1.0,0.6,0.08,-0.02,-0.02,-0.13,-0.16,-0.06,6,4,5,2,1,3,0.0,0.4,0.2,0.8,1.0,0.6,snapshot,5,0,0,5-6-1;5-1-6;5-6-4;5-4-6;5-6-2;5-1-4;5-4-1;5-6-3;5-2-6;5-1-2;5-2-1;5-1-3;5-3-6;5-4-2;5-2-4;5-3-1;5-4-3;5-3-4;5-2-3;5-3-2,1-6;6-1;6-2;1-2,5-6-1;5-6-4;5-6-2;5-1-6;5-1-4;5-1-2,1-6;6-1;6-2;6-4;1-2;1-4,-0.5,0,0.4,0,1,1,5,多摩川,0.0,0-2m,追い_0-2m,neutral,4,8.1818,-0.3961,8.5779,220,snapshot,2.0,1
2-4-1,0,1,1,2,2,1,1,1,1,2026-08-09,1,5,1,snapshot,same,S,5HEAD,1,1,1,5,0,5,0.8569,0.7142,差し,5頭展開,0.546667,0.34,0.34,0.946667,,0.206667,0.38,0.15,0.38,1.0,,0.15,0.407273,0,0.007273,0.672727,,0,0.298,0.69,0.605829,0.390114,,0.312343,0.268,0.28,0.02,0.642,,0,0.642857,0.428571,0.214286,0.642857,,1,0.474719,0.373896,0.295621,0.711625,,0.283923,0.95,0.6125,0.36125,0.625,,0.6125,7320,recent3,0.73188,1,202608090503,4-1-2-3-6,4-1-2-6-3,4-1-2-3-6,4-1-2-3-6,,missing,official_realtime,0,74.0449,74.0449,4,0.8596,0.8596,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,2,6,4,1,3,5,0.8,0.0,0.4,1.0,0.6,0.2,0.06,0.29,0.12,-0.04,0.08,0.21,2,6,4,1,3,5,0.8,0.0,0.4,1.0,0.6,0.2,snapshot,1,0,0,5-4-1;5-1-4;5-4-2;5-2-4;5-4-3;5-1-2;5-2-1;5-4-6;5-3-4;5-1-3;5-3-1;5-1-6;5-6-4;5-2-3;5-3-2;5-6-1;5-2-6;5-6-2;5-3-6;5-6-3,1-4;4-1;4-2;1-2,5-4-1;5-4-2;5-4-3;5-1-4;5-1-2;5-1-3,1-4;4-1;4-2;4-6;1-2;1-6,0,0,0.4,0,1,1,5,多摩川,0.0,0-2m,missing,neutral,0,0,0,0,0,snapshot,0.0,2
2-4-5,0,1,1,0,0,1,1,0,0,2026-08-09,1,5,1,snapshot,same,A,5HEAD,1,1,1,5,0,5,0.5014,0.6253,差し,5頭展開,0.593333,0.383333,0.296667,0.633333,,0.6,0.38,0.72,0.38,1.0,,0.38,0.272727,0.661818,0.294545,0.956364,,0.045455,0.576743,0.527371,0.452686,0.607314,,0.190457,0.174,0.614,0.182,0.832,,0.308,0.428571,0.571429,0.357143,0.714286,,0.642857,0.466346,0.587512,0.326943,0.797993,,0.391066,0.825,0.7125,0.35,0.9375,,0.5375,2610,recent3,0.57855,1,202608090506,4-2-1-6-3,4-2-1-6-3,4-2-1-6-3,4-2-1-6-3,45,右横,official_realtime,0,58.356,58.356,4,0.2809,0.2809,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,3,5,4,6,2,1,0.6,0.2,0.4,0.0,0.8,1.0,0.07,0.14,0.13,0.15,0.03,0.01,3,5,4,6,2,1,0.6,0.2,0.4,0.0,0.8,1.0,snapshot,5,0,0,5-4-2;5-2-4;5-4-1;5-1-4;5-4-6;5-2-1;5-1-2;5-4-3;5-6-4;5-2-6;5-6-2;5-2-3;5-3-4;5-1-6;5-6-1;5-3-2;5-1-3;5-3-1;5-6-3;5-3-6,4-2;2-4;4-1;2-1,5-4-2;5-4-1;5-4-6;5-2-4;5-2-1;5-2-6,4-2;2-4;4-1;4-6;2-1;2-6,0,0,0.4,0,1,1,5,多摩川,0.0,0-2m,右横_0-2m,neutral,6,9.9174,1.3395,8.5779,121,snapshot,2.0,2
5-4-1,3,1,1,3,3,1,1,1,1,2026-08-09,1,5,1,snapshot,same,S,5HEAD,1,1,1,5,1,5,1.7922,0.948,まくり差し,5頭展開,0.446667,0.6,0.093333,0.56,,0.673333,0.38,0.72,0.38,1.0,,0.15,0.44,0.709091,0.625455,0.856364,,0.065455,0.582571,0.766171,0.7024,0.571086,,0.403314,0.35,0.528,0.378,0.73,,0.014,0.571429,0.5,0.428571,0.785714,,0.428571,0.523366,0.630246,0.451686,0.731683,,0.300856,1,0.575,0.725,0.7375,,0.3125,4800,recent3,0.69901,1,202608090907,4-2-1-3-6,4-2-1-3-6,4-2-1-3-6,4-2-1-3-6,0,追い,official_realtime,1,71.6935,71.6935,4,0.4702,0.5404,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,6,2,5,4,3,1,0.0,0.8,0.2,0.4,0.6,1.0,0.09,-0.02,0.03,0.01,-0.03,-0.06,6,3,5,4,2,1,0.0,0.6,0.2,0.4,0.8,1.0,snapshot,1,1,1,5-4-2;5-2-4;5-4-1;5-1-4;5-4-3;5-2-1;5-1-2;5-4-6;5-3-4;5-2-3;5-3-2;5-2-6;5-6-4;5-1-3;5-3-1;5-6-2;5-1-6;5-6-1;5-3-6;5-6-3,4-2;2-4;4-1;2-1,5-4-2;5-4-1;5-4-3;5-2-4;5-2-1;5-2-3,4-2;2-4;4-1;4-3;2-1;2-3,0,0,0.4,0,1,1,9,津,0.0,3-4m,追い_3-4m,neutral,3,6.2992,-2.2787,8.5779,127,snapshot,3.0,5
1-2-3,0,1,1,3,3,1,1,0,0,2026-08-09,1,5,1,snapshot,same,A,5HEAD,1,1,1,5,0,5,0.4503,0.6126,逃げ,5頭展開,0.523333,0.37,0.266667,0.36,,0.583333,1.0,1.0,0.72,0.38,,0.38,0.750909,0.869091,0.565455,0.478182,,0.390909,0.131371,0.580686,0.657771,0.453029,,0.428343,0.676,0.858,0.526,0.384,,0.378,0.571429,0.571429,0.357143,0.428571,,0.428571,0.646474,0.739292,0.531965,0.438526,,0.446907,1,1,0.6125,0.6625,,0.5125,380,recent3,0.65161,1,202608090910,2-1-3-4-6,2-1-3-6-4,2-1-3-6-4,2-1-3-6-4,0,追い,official_realtime,0,65.6117,65.6117,2,0.4106,0.4106,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,6,3,4,5,2,1,0.0,0.6,0.4,0.2,0.8,1.0,0.27,0.08,0.08,0.15,0.06,0.05,6,3,4,5,2,1,0.0,0.6,0.4,0.2,0.8,1.0,snapshot,3,0,0,5-2-1;5-1-2;5-2-3;5-3-2;5-2-6;5-1-3;5-3-1;5-2-4;5-6-2;5-1-6;5-6-1;5-1-4;5-4-2;5-3-6;5-6-3;5-4-1;5-3-4;5-4-3;5-6-4;5-4-6,1-2;2-1;2-3;1-3,5-2-1;5-2-3;5-2-6;5-1-2;5-1-3;5-1-6,1-2;2-1;2-3;1-3;2-6;1-6,0,0,0.4,0,1,1,9,津,0.0,3-4m,追い_3-4m,neutral,3,6.2992,-2.2787,8.5779,127,snapshot,3.0,1
1-2-3,0,4,4,2,2,0,0,0,0,2026-08-09,1,5,1,snapshot,same,B,5HEAD,1,1,1,5,0,5,-1.2306,0.1923,逃げ,5頭展開,0.175,0.325,0.535,0.675,,0.805,0.38,0.72,1.0,0.72,,1.0,0.454545,0.530909,0.656364,0.534545,,0.405455,0.886629,0.294,0.471543,0.583771,,0.335886,0.218,0.594,0.746,0.608,,0.886,0.571429,0.5,0.571429,0.714286,,0.714286,0.490864,0.519888,0.68614,0.68136,,0.709938,0.9125,0.7375,0.8,0.945,,0.6375,1280,recent3,0.49642,0,202608091203,6-3-4-2-1,6-3-4-2-1,6-3-4-2-1,6-3-4-2-1,135,向かい,official_realtime,0,48.4114,50.4114,2,0.5298,0.5298,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,6,5,2,3,4,1,0.0,0.2,0.8,0.6,0.4,1.0,0.03,0.04,0.02,0.02,0.02,-0.03,5,6,2,3,4,1,0.2,0.0,0.8,0.6,0.4,1.0,snapshot,3,0,0,5-6-3;5-3-6;5-6-4;5-4-6;5-6-2;5-3-4;5-4-3;5-6-1;5-2-6;5-3-2;5-2-3;5-3-1;5-1-6;5-4-2;5-2-4;5-1-3;5-4-1;5-1-4;5-2-1;5-1-2,3-6;6-3;6-4;3-4,5-6-3;5-6-4;5-6-2;5-3-6;5-3-4;5-3-2,3-6;6-3;6-4;3-4;6-2;3-2,-0.5,0,0.4,0,1,1,12,住之江,2.0,3-4m,向かい_3-4m,favorable,4,13.5135,4.9356,8.5779,74,snapshot,3.0,1
2-4-5,0,1,1,0,0,1,1,1,1,2026-08-09,1,5,1,snapshot,same,S,5HEAD,1,1,1,5,0,5,1.083,0.7707,差し,5頭展開,0.235,0.495,0.625,0.715,,0.245,0.38,0.72,0.38,1.0,,0.15,0,0.710909,0.518182,0.670909,,0,1.0,0.877771,0.339257,0.629771,,0.533486,0.156,0.672,0.48,0.75,,0,0.142857,0.5,0.5,0.714286,,1,0.416347,0.704949,0.483378,0.761845,,0.291043,0.775,0.9375,0.575,0.8125,,0.325,1330,recent3,0.6877,1,202608091301,4-2-3-1-6,4-2-3-1-6,4-2-3-1-6,4-2-3-1-6,225,左横,official_realtime,0,69.853,71.853,4,0.6596,0.7298,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,5,3,1,2,4,6,0.2,0.6,1.0,0.8,0.4,0.0,0.19,0.17,0.11,0.16,0.16,0.53,5,4,1,2,3,6,0.2,0.4,1.0,0.8,0.6,0.0,snapshot,5,0,0,5-4-2;5-2-4;5-4-3;5-3-4;5-4-1;5-2-3;5-3-2;5-4-6;5-1-4;5-2-1;5-1-2;5-2-6;5-6-4;5-3-1;5-1-3;5-6-2;5-3-6;5-6-3;5-1-6;5-6-1,2-4;4-2;4-3;2-3,5-4-2;5-4-3;5-4-1;5-2-4;5-2-3;5-2-1,2-4;4-2;4-3;2-3;4-1;2-1,0,0,0.4,0,1,1,13,尼崎,2.0,3-4m,左横_3-4m,favorable,6,12.3288,3.7509,8.5779,73,snapshot,3.0,2
3-1-2,0,2,2,3,3,1,1,1,1,2026-08-09,1,5,1,snapshot,same,S,5HEAD,1,1,1,5,0,5,-1.9271,0.0182,まくり差し,5頭展開,0.28,0.14,0.43,0.84,,0.56,1.0,1.0,1.0,0.38,,0.38,0.681818,0.84,0.634545,0.558182,,0.518182,0.456743,0.687714,0.638343,0.433829,,0.339257,0.648,0.688,0.724,0.466,,0.48,0.714286,0.714286,0.428571,0.571429,,0.5,0.659997,0.652067,0.686563,0.554874,,0.452178,1,0.675,0.875,0.65,,0.425,5820,recent3,0.72394,1,202608091310,3-1-2-4-6,2-3-1-4-6,3-1-2-4-6,3-1-2-4-6,270,左横,official_realtime,0,70.4669,70.4669,1,0.5404,0.5404,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,3,6,5,4,2,1,0.6,0.0,0.2,0.4,0.8,1.0,0.09,0.28,0.25,0.16,0.06,0.02,3,6,5,4,2,1,0.6,0.0,0.2,0.4,0.8,1.0,snapshot,2,0,0,5-3-1;5-1-3;5-3-2;5-2-3;5-3-4;5-1-2;5-2-1;5-3-6;5-4-3;5-1-4;5-4-1;5-1-6;5-6-3;5-2-4;5-4-2;5-6-1;5-2-6;5-6-2;5-4-6;5-6-4,3-2;3-1;1-2;1-3,5-3-1;5-3-2;5-3-4;5-1-3;5-1-2;5-1-4,3-2;3-1;1-2;1-3;3-4;1-4,0,0,0.4,0,1,1,13,尼崎,0.0,5m+,左横_5m+,neutral,7,14.7059,6.128,8.5779,34,snapshot,5.0,3
3-5-1,0,0,0,2,2,0,0,0,0,2026-08-09,1,5,1,snapshot,same,B,5HEAD,1,1,1,5,0,5,-1.4221,0.1445,まくり,5頭展開,0.31,0.273333,0.72,0.19,,0.866667,1.0,1.0,0.38,0.38,,0.72,0.758182,0.845455,0.38,0.416364,,0.683636,0.424743,0.716571,0.5272,0.419314,,0.605886,0.804,0.724,0.262,0.332,,0.526,0.714286,0.642857,0.142857,0.5,,0.428571,0.695707,0.698071,0.451061,0.403548,,0.616153,1,0.8,0.6,0.7375,,0.375,39430,recent3,0.45168,0,202608091511,1-2-6-3-4,1-2-6-3-4,2-1-6-3-4,2-1-6-3-4,315,追い,official_realtime,0,43.7459,43.7459,5,0.4809,0.4809,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,6,4,3,5,1,2,0.0,0.4,0.6,0.2,1.0,0.8,0.32,0.22,0.18,0.22,0.08,0.09,6,4,3,5,1,2,0.0,0.4,0.6,0.2,1.0,0.8,snapshot,1,0,0,5-2-1;5-1-2;5-2-6;5-6-2;5-2-3;5-1-6;5-6-1;5-2-4;5-3-2;5-1-3;5-3-1;5-1-4;5-4-2;5-6-3;5-3-6;5-4-1;5-6-4;5-4-6;5-3-4;5-4-3,1-2;2-1;1-6;2-6,5-2-1;5-2-6;5-2-3;5-1-2;5-1-6;5-1-3,1-2;2-1;1-6;2-6;1-3;2-3,-0.5,0,0.4,0,1,1,15,丸亀,0.0,0-2m,追い_0-2m,neutral,8,8.1818,-0.3961,8.5779,220,snapshot,2.0,3
4-1-6,0,4,4,2,2,0,0,0,0,2026-08-09,0,6,0,snapshot,changed,B,5HEAD,1,1,1,5,0,5,-1.0356,0.2411,まくり,5頭展開,0.49,0.343333,0.183333,0.45,,0.96,0.38,0.38,0.38,0.72,,0.38,0.361818,0.614545,0.365455,0.536364,,0.525455,0.487314,0.814,0.760857,0.654229,,0.5616,0.396,0.546,0.102,0.668,,0.594,0.642857,0.5,0.285714,0.642857,,0.5,0.507636,0.588884,0.354351,0.619605,,0.618343,0.875,1,0.4375,0.65,,0.6875,10400,recent3,0.47399,0,202608091603,4-6-2-1-3,4-6-2-1-3,4-6-2-1-3,4-6-2-1-3,135,向かい,official_realtime,0,46.3631,48.3631,1,0.2596,0.2596,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,2,5,3,4,6,1,0.8,0.2,0.6,0.4,0.0,1.0,0.1,0.33,0.3,0.31,0.47,0.09,2,5,3,4,6,1,0.8,0.2,0.6,0.4,0.0,1.0,snapshot,6,0,0,5-4-6;5-6-4;5-4-2;5-2-4;5-4-1;5-6-2;5-2-6;5-4-3;5-1-4;5-6-1;5-1-6;5-6-3;5-3-4;5-2-1;5-1-2;5-3-6;5-2-3;5-3-2;5-1-3;5-3-1,4-6;6-4;4-2;6-2,5-4-6;5-4-2;5-4-1;5-6-4;5-6-2;5-6-1,4-6;6-4;4-2;6-2;4-1;6-1,0,0,0.4,0,1,1,16,児島,2.0,3-4m,向かい_3-4m,favorable,4,13.5135,4.9356,8.5779,74,snapshot,3.0,4
2-6-1,0,2,2,3,3,0,0,0,0,2026-08-09,1,5,1,snapshot,same,B,5HEAD,1,1,1,5,0,5,0.9225,0.7306,差し,5頭展開,0.61,0.62,0.14,0.49,,0.76,0.72,1.0,1.0,0.72,,0.72,0.623636,0.878182,0.785455,0.136364,,0.561818,0.712857,0.697771,1.0,0.819314,,0.969886,0.636,0.686,0.644,0.774,,0.604,0.642857,0.642857,0.357143,0.785714,,0.428571,0.704774,0.765673,0.678164,0.689992,,0.707782,1,0.9,0.8125,0.9125,,0.7125,9830,recent3,0.31542,0,202608091810,2-1-6-3-4,2-4-1-6-3,2-6-1-4-3,2-6-1-4-3,225,左横,official_realtime,0,32.4645,34.4645,6,0.2702,0.2702,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,1,3,6,5,4,2,1.0,0.6,0.0,0.2,0.4,0.8,-0.04,0.08,0.33,0.16,0.12,0.02,1,3,6,5,4,2,1.0,0.6,0.0,0.2,0.4,0.8,snapshot,1,0,0,5-2-6;5-6-2;5-2-1;5-1-2;5-2-4;5-6-1;5-1-6;5-2-3;5-4-2;5-6-4;5-4-6;5-6-3;5-3-2;5-1-4;5-4-1;5-3-6;5-1-3;5-3-1;5-4-3;5-3-4,1-2;2-4;2-1;1-4,5-2-6;5-2-1;5-2-4;5-6-2;5-6-1;5-6-4,1-2;2-4;2-1;2-6;1-4;1-6,-0.5,0,0.4,0,1,1,18,徳山,2.0,0-2m,左横_0-2m,favorable,6,11.6279,3.05,8.5779,86,snapshot,1.0,2
1-3-2,0,5,5,2,2,0,0,0,0,2026-08-09,1,5,1,snapshot,same,B,5HEAD,1,1,1,5,0,5,-0.8624,0.2844,逃げ,5頭展開,0.35,0.31,0.73,0.8,,0.67,1.0,1.0,0.72,0.72,,1.0,0.9,0.86,0,0.545455,,0.74,0.704629,0.536,0.354171,0.734286,,0.704171,0.55,0.846,0.818,0.474,,0.722,0.5,0.642857,0.571429,0.642857,,0.571429,0.658537,0.709692,0.607908,0.609707,,0.719618,0.725,0.8875,0.725,0.2625,,0.55,820,recent3,0.36106,0,202608091811,2-6-1-4-3,2-6-1-3-4,6-2-1-4-3,6-2-1-4-3,270,左横,official_realtime,0,35.2436,37.2436,3,0.2596,0.2596,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,5,1,2,4,6,3,0.2,1.0,0.8,0.4,0.0,0.6,0.14,-0.01,0.03,0.12,0.24,0.03,5,1,2,4,6,3,0.2,1.0,0.8,0.4,0.0,0.6,snapshot,2,0,0,5-6-2;5-2-6;5-6-1;5-1-6;5-6-4;5-2-1;5-1-2;5-6-3;5-4-6;5-2-4;5-4-2;5-2-3;5-3-6;5-1-4;5-4-1;5-3-2;5-1-3;5-3-1;5-4-3;5-3-4,2-6;6-2;2-1;6-1,5-6-2;5-6-1;5-6-4;5-2-6;5-2-1;5-2-4,2-6;6-2;2-1;6-1;2-3;6-3,0,0,0.4,0,1,1,18,徳山,2.0,0-2m,左横_0-2m,favorable,7,11.6279,3.05,8.5779,86,snapshot,1.0,1
1-3-2,0,2,2,4,4,1,1,0,0,2026-08-09,1,5,1,snapshot,same,A,5HEAD,1,1,1,5,0,5,1.8961,0.974,逃げ,5頭展開,0.63,0.35,0.58,0.59,,0.58,1.0,0.38,1.0,1.0,,0.72,0.941818,0.934545,0.86,0.618182,,0,0.676286,0.624571,0.594343,0.600914,,0.840571,0.744,0.808,0.824,0.53,,0.678,0.642857,0.5,0.5,0.714286,,0.642857,0.792931,0.633261,0.765798,0.678671,,0.607674,1,1,1,0.7375,,0.45,930,recent3,0.56534,1,202608091812,1-3-4-2-6,1-3-4-6-2,1-3-4-2-6,1-3-4-2-6,225,左横,official_realtime,0,58.4301,60.4301,3,0.6489,0.6489,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,5,3,4,1,6,2,0.2,0.6,0.4,1.0,0.0,0.8,0.25,0.19,0.24,0.15,0.48,0.15,5,3,4,1,6,2,0.2,0.6,0.4,1.0,0.0,0.8,snapshot,2,0,0,5-1-3;5-3-1;5-1-4;5-4-1;5-1-2;5-3-4;5-4-3;5-1-6;5-2-1;5-3-2;5-2-3;5-3-6;5-6-1;5-4-2;5-2-4;5-6-3;5-4-6;5-6-4;5-2-6;5-6-2,3-1;1-3;1-4;3-4,5-1-3;5-1-4;5-1-2;5-3-1;5-3-4;5-3-2,3-1;1-3;1-4;1-6;3-4;3-6,0,0,0.4,0,1,1,18,徳山,2.0,0-2m,左横_0-2m,favorable,6,11.6279,3.05,8.5779,86,snapshot,1.0,1
4-3-1,0,3,3,1,1,1,1,1,1,2026-08-09,1,5,1,snapshot,same,S,5HEAD,1,1,1,5,0,5,1.9344,0.9836,まくり差し,5頭展開,0.4,0.333333,0.286667,0.883333,,0.563333,1.0,0.38,0.72,0.72,,0.38,0.798182,0.410909,0.681818,0.632727,,0.250909,0.608914,0.207257,0.778571,0.636114,,0.548914,0.74,0.202,0.474,0.534,,0.022,0.642857,0.285714,0.5,0.642857,,0.642857,0.727827,0.326126,0.578138,0.670275,,0.36525,1,0.5625,0.6875,0.6,,0.2125,27230,recent3,0.74207,1,202608092404,1-4-3-2-6,1-4-3-6-2,1-4-3-6-2,1-4-3-6-2,90,右横,official_realtime,0,76.141,76.141,3,0.7191,0.7894,-0.005782,0.007713,0.003287,0.000938,-0.004556,-0.001599,6,3,2,1,5,4,0.0,0.6,0.8,1.0,0.2,0.4,0.14,0.08,0.03,-0.03,0.09,0.09,6,3,2,1,4,5,0.0,0.6,0.8,1.0,0.4,0.2,snapshot,1,0,0,5-1-4;5-4-1;5-1-3;5-3-1;5-1-6;5-4-3;5-3-4;5-1-2;5-6-1;5-4-6;5-6-4;5-4-2;5-2-1;5-3-6;5-6-3;5-2-4;5-3-2;5-2-3;5-6-2;5-2-6,1-4;4-1;1-3;4-3,5-1-4;5-1-3;5-1-6;5-4-1;5-4-3;5-4-6,1-4;4-1;1-3;4-3;1-6;4-6,0.5,0,0.4,0,1,1,24,大村,0.0,0-2m,右横_0-2m,neutral,3,9.9174,1.3395,8.5779,121,snapshot,2.0,4
1-2-4,0,1,1,2,2,0,0,0,0,2026-08-10,1,5,1,snapshot,same,B,5HEAD,1,1,1,5,0,5,-1.0457,0.2386,逃げ,5頭展開,0.603333,0.78,0.04,0.713333,,0.453333,0.72,1.0,0.15,1.0,,0.38,0.647273,0.803636,0,0.878182,,0.123636,0.536,0.354343,0.312343,0.681143,,0.675829,0.63,0.944,0,0.744,,0.102,0.571429,0.714286,1,0.785714,,0.285714,0.66783,0.798575,0.263673,0.793773,,0.339901,1,1,0.6875,0.825,,0.2125,860,recent3,0.5146,0,202608100507,2-4-1-6-3,2-4-1-6-3,2-4-1-6-3,2-4-1-6-3,225,左横,official_realtime,0,50.4143,50.4143,2,0.2596,0.2596,-0.005747,0.007733,0.003299,0.000873,-0.004576,-0.001583,1,3,5,4,6,2,1.0,0.6,0.2,0.4,0.0,0.8,0.03,0.16,0.18,0.16,0.18,0.11,1,3,5,4,6,2,1.0,0.6,0.2,0.4,0.0,0.8,snapshot,4,0,0,5-2-4;5-4-2;5-2-1;5-1-2;5-2-6;5-4-1;5-1-4;5-2-3;5-6-2;5-4-6;5-6-4;5-4-3;5-3-2;5-1-6;5-6-1;5-3-4;5-1-3;5-3-1;5-6-3;5-3-6,4-2;2-4;2-1;4-1,5-2-4;5-2-1;5-2-6;5-4-2;5-4-1;5-4-6,4-2;2-4;2-1;4-1;2-6;4-6,-0.5,0,0.4,0,1,1,5,多摩川,0.0,5m+,左横_5m+,neutral,2,14.7059,6.128,8.5779,34,snapshot,6.0,1
