selector,policy,selected_R,settled_R,coverage_pct,head4_rate_pct,trifecta_hits,trifecta_hit_rate_pct,avg_n,avg_comp_odds,cost_yen,return_yen,profit_yen,new_roi_pct,min_month_roi_pct,month_roi,robust_roi
V265_200_TOP,FIXED_N=9,207,199,96.13526570048309,33.66834170854271,48,24.120603015075375,9.0,4.14727809412402,1990000,1734260.0,-255740.0,87.14874371859297,73.47666666666667,2026-04:67R/73.77%;2026-05:72R/111.00%;2026-06:60R/73.48%,73.47666666666667
V265_200_SIMPLE,FIXED_N=19,205,198,96.58536585365853,32.82828282828283,63,31.818181818181817,19.0,3.1054100408369862,1980000,1851480.0,-128520.0,93.50909090909092,72.8625,2026-04:64R/72.86%;2026-05:75R/114.61%;2026-06:59R/89.08%,72.8625
V265_150_TOP,FIXED_N=13,149,143,95.97315436241611,37.76223776223776,47,32.86713286713287,13.0,3.134463161161693,1430000,1420040.0,-9960.0,99.3034965034965,72.13541666666667,2026-04:48R/72.14%;2026-05:48R/128.70%;2026-06:47R/97.03%,72.13541666666667
V265_200_TOP,FIXED_N=12,207,199,96.13526570048309,33.66834170854271,55,27.63819095477387,12.0,3.5634879628932796,1990000,1785300.0,-204700.0,89.71356783919597,71.75522388059701,2026-04:67R/71.76%;2026-05:72R/109.44%;2026-06:60R/86.09%,71.75522388059701
V265_150_TOP,FIXED_N=14,149,143,95.97315436241611,37.76223776223776,49,34.26573426573427,14.0,3.0299198828036764,1430000,1426890.0,-3110.0,99.78251748251748,70.96041666666666,2026-04:48R/70.96%;2026-05:48R/136.04%;2026-06:47R/92.19%,70.96041666666666
V265_200_TOP,FIXED_N=8,207,199,96.13526570048309,33.66834170854271,43,21.608040201005025,8.0,4.42889017275122,1990000,1608730.0,-381270.0,80.84070351758794,70.88166666666666,2026-04:67R/71.86%;2026-05:72R/97.50%;2026-06:60R/70.88%,70.88166666666666
V265_150_FLOOR,FIXED_N=9,155,152,98.06451612903226,36.18421052631579,37,24.342105263157894,9.0,3.7377846915352078,1520000,1334330.0,-185670.0,87.78486842105264,70.6,2026-04:49R/74.60%;2026-05:57R/112.98%;2026-06:46R/70.60%,70.6
V265_150_FLOOR,COMP_TARGET=10.0,155,152,98.06451612903226,36.18421052631579,18,11.842105263157894,2.763157894736842,8.365655591382634,1520000,1455440.0,-64560.0,95.75263157894737,70.44897959183673,2026-04:49R/70.45%;2026-05:57R/128.09%;2026-06:46R/82.63%,70.44897959183673
V265_150_FLOOR,COMP_TARGET=9.5,155,152,98.06451612903226,36.18421052631579,18,11.842105263157894,2.8552631578947367,8.168504538658588,1520000,1448840.0,-71160.0,95.31842105263158,70.44897959183673,2026-04:49R/70.45%;2026-05:57R/126.94%;2026-06:46R/82.63%,70.44897959183673
V265_200_SIMPLE,COMP_TARGET=10.5,205,198,96.58536585365853,32.82828282828283,21,10.606060606060606,3.202020202020202,8.904478109606629,1980000,1837800.0,-142200.0,92.81818181818181,69.48474576271188,2026-04:64R/72.61%;2026-05:75R/128.42%;2026-06:59R/69.48%,69.48474576271188
V265_200_SIMPLE,COMP_TARGET=11.0,205,198,96.58536585365853,32.82828282828283,21,10.606060606060606,3.095959595959596,9.109968091979157,1980000,1837800.0,-142200.0,92.81818181818181,69.48474576271188,2026-04:64R/72.61%;2026-05:75R/128.42%;2026-06:59R/69.48%,69.48474576271188
V265_200_TOP,COMP_TARGET=8.5,207,199,96.13526570048309,33.66834170854271,25,12.562814070351758,3.7035175879396984,7.634831287566384,1990000,1878640.0,-111360.0,94.4040201005025,69.44477611940299,2026-04:67R/69.44%;2026-05:72R/132.25%;2026-06:60R/76.86%,69.44477611940299
V265_150_FLOOR,FIXED_N=10,155,152,98.06451612903226,36.18421052631579,40,26.31578947368421,10.0,3.51008299584836,1520000,1366270.0,-153730.0,89.88618421052631,69.33061224489796,2026-04:49R/69.33%;2026-05:57R/116.26%;2026-06:46R/79.10%,69.33061224489796
V265_200_TOP,FIXED_N=10,207,199,96.13526570048309,33.66834170854271,51,25.628140703517587,10.0,3.9209649885540148,1990000,1745270.0,-244730.0,87.70201005025126,69.04626865671642,2026-04:67R/69.05%;2026-05:72R/113.07%;2026-06:60R/78.10%,69.04626865671642
V265_150_TOP,FIXED_N=9,149,143,95.97315436241611,37.76223776223776,37,25.874125874125873,9.0,3.809963003895928,1430000,1281270.0,-148730.0,89.5993006993007,67.62708333333333,2026-04:48R/67.63%;2026-05:48R/120.45%;2026-06:47R/80.54%,67.62708333333333
V265_200_TOP,COMP_TARGET=8.0,207,199,96.13526570048309,33.66834170854271,25,12.562814070351758,3.9849246231155777,7.286345477906339,1990000,1761930.0,-228070.0,88.5391959798995,67.47333333333333,2026-04:67R/67.78%;2026-05:72R/125.42%;2026-06:60R/67.47%,67.47333333333333
V265_200_SIMPLE,FIXED_N=11,205,198,96.58536585365853,32.82828282828283,49,24.747474747474747,11.0,3.9093605845413535,1980000,1778720.0,-201280.0,89.83434343434344,67.309375,2026-04:64R/67.31%;2026-05:75R/117.34%;2026-06:59R/79.31%,67.309375
V265_200_SIMPLE,COMP_TARGET=10.0,205,198,96.58536585365853,32.82828282828283,22,11.11111111111111,3.3383838383838382,8.632596728512192,1980000,1857950.0,-122050.0,93.83585858585859,66.7765625,2026-04:64R/66.78%;2026-05:75R/125.90%;2026-06:59R/82.43%,66.7765625
V265_200_SIMPLE,COMP_TARGET=9.5,205,198,96.58536585365853,32.82828282828283,22,11.11111111111111,3.5,8.398870661025168,1980000,1851350.0,-128650.0,93.50252525252525,66.7765625,2026-04:64R/66.78%;2026-05:75R/125.02%;2026-06:59R/82.43%,66.7765625
V265_150_FLOOR,FIXED_N=5,155,152,98.06451612903226,36.18421052631579,24,15.789473684210526,5.0,5.440272513428622,1520000,1194030.0,-325970.0,78.5546052631579,66.7,2026-04:49R/66.70%;2026-05:57R/96.37%;2026-06:46R/69.10%,66.7
V265_200_TOP,COMP_TARGET=7.5,207,199,96.13526570048309,33.66834170854271,26,13.06532663316583,4.256281407035176,6.988157383328745,1990000,1787760.0,-202240.0,89.83718592964824,66.65671641791045,2026-04:67R/66.66%;2026-05:72R/119.91%;2026-06:60R/79.64%,66.65671641791045
V265_200_TOP,FIXED_N=5,207,199,96.13526570048309,33.66834170854271,32,16.08040201005025,5.0,6.0357895357058435,1990000,1616720.0,-373280.0,81.24221105527639,66.34666666666666,2026-04:67R/72.83%;2026-05:72R/101.48%;2026-06:60R/66.35%,66.34666666666666
V265_150_FLOOR,COMP_TARGET=10.5,155,152,98.06451612903226,36.18421052631579,17,11.18421052631579,2.6578947368421053,8.587413515908306,1520000,1397940.0,-122060.0,91.96973684210526,66.02173913043478,2026-04:49R/70.45%;2026-05:57R/131.41%;2026-06:46R/66.02%,66.02173913043478
V265_150_FLOOR,COMP_TARGET=11.0,155,152,98.06451612903226,36.18421052631579,17,11.18421052631579,2.5921052631578947,8.789283026155077,1520000,1397940.0,-122060.0,91.96973684210526,66.02173913043478,2026-04:49R/70.45%;2026-05:57R/131.41%;2026-06:46R/66.02%,66.02173913043478
V265_200_SIMPLE,FIXED_N=9,205,198,96.58536585365853,32.82828282828283,45,22.727272727272727,9.0,4.34990871752092,1980000,1796230.0,-183770.0,90.71868686868687,65.2890625,2026-04:64R/65.29%;2026-05:75R/122.58%;2026-06:59R/77.80%,65.2890625
V265_150_FLOOR,COMP_TARGET=9.0,155,152,98.06451612903226,36.18421052631579,18,11.842105263157894,3.013157894736842,7.892264799051246,1520000,1420890.0,-99110.0,93.4796052631579,64.74489795918367,2026-04:49R/64.74%;2026-05:57R/126.94%;2026-06:46R/82.63%,64.74489795918367
V265_200_SIMPLE,FIXED_N=12,205,198,96.58536585365853,32.82828282828283,52,26.262626262626267,12.0,3.7526585193997017,1980000,1839080.0,-140920.0,92.88282828282829,64.7265625,2026-04:64R/64.73%;2026-05:75R/120.23%;2026-06:59R/88.67%,64.7265625
V265_150_FLOOR,FIXED_N=8,155,152,98.06451612903226,36.18421052631579,32,21.052631578947366,8.0,3.9868772371166585,1520000,1174780.0,-345220.0,77.28815789473684,64.29347826086956,2026-04:49R/69.31%;2026-05:57R/94.63%;2026-06:46R/64.29%,64.29347826086956
V265_200_SIMPLE,FIXED_N=5,205,198,96.58536585365853,32.82828282828283,31,15.656565656565657,5.0,6.330543183843577,1980000,1776610.0,-203390.0,89.72777777777777,63.90625,2026-04:64R/63.91%;2026-05:75R/125.31%;2026-06:59R/72.50%,63.90625
V265_200_TOP,FIXED_N=7,207,199,96.13526570048309,33.66834170854271,39,19.597989949748744,7.0,4.792113136244401,1990000,1546460.0,-443540.0,77.71155778894472,63.43666666666667,2026-04:67R/63.72%;2026-05:72R/102.62%;2026-06:60R/63.44%,63.43666666666667
V265_200_TOP,COMP_TARGET=10.0,207,199,96.13526570048309,33.66834170854271,23,11.557788944723619,3.100502512562814,8.532919593185367,1990000,1888600.0,-101400.0,94.90452261306532,63.35,2026-04:67R/78.03%;2026-05:72R/136.91%;2026-06:60R/63.35%,63.35
V265_200_TOP,COMP_TARGET=9.5,207,199,96.13526570048309,33.66834170854271,23,11.557788944723619,3.2562814070351758,8.294631957882627,1990000,1882000.0,-108000.0,94.57286432160804,63.35,2026-04:67R/78.03%;2026-05:72R/135.99%;2026-06:60R/63.35%,63.35
V265_200_TOP,COMP_TARGET=9.0,207,199,96.13526570048309,33.66834170854271,23,11.557788944723619,3.4522613065326633,8.0076333378673,1990000,1814360.0,-175640.0,91.17386934673367,63.35,2026-04:67R/73.86%;2026-05:72R/130.48%;2026-06:60R/63.35%,63.35
V265_150_TOP,FIXED_N=10,149,143,95.97315436241611,37.76223776223776,40,27.972027972027973,10.0,3.5946382728614488,1430000,1318610.0,-111390.0,92.21048951048951,62.8875,2026-04:48R/62.89%;2026-05:48R/124.82%;2026-06:47R/88.85%,62.8875
V265_200_SIMPLE,COMP_TARGET=9.0,205,198,96.58536585365853,32.82828282828283,23,11.616161616161616,3.717171717171717,8.075130146000456,1980000,1865320.0,-114680.0,94.20808080808081,62.409375,2026-04:64R/62.41%;2026-05:75R/134.90%;2026-06:59R/76.98%,62.409375
V265_150_FLOOR,COMP_TARGET=8.5,155,152,98.06451612903226,36.18421052631579,20,13.157894736842104,3.1907894736842106,7.526934750479213,1520000,1501620.0,-18380.0,98.79078947368421,62.07142857142857,2026-04:49R/62.07%;2026-05:57R/129.18%;2026-06:46R/100.25%,62.07142857142857
V265_150_FLOOR,FIXED_N=6,155,152,98.06451612903226,36.18421052631579,27,17.763157894736842,6.0,4.783961130317692,1520000,1175220.0,-344780.0,77.3171052631579,62.012244897959185,2026-04:49R/62.01%;2026-05:57R/99.28%;2026-06:46R/66.40%,62.012244897959185
V265_200_TOP,FIXED_N=6,207,199,96.13526570048309,33.66834170854271,35,17.587939698492463,6.0,5.289229626223096,1990000,1528000.0,-462000.0,76.78391959798995,61.94833333333333,2026-04:67R/65.33%;2026-05:72R/99.81%;2026-06:60R/61.95%,61.94833333333333
V265_150_TOP,FIXED_N=11,149,143,95.97315436241611,37.76223776223776,40,27.972027972027973,11.0,3.4130705598843982,1430000,1264350.0,-165650.0,88.41608391608392,61.670833333333334,2026-04:48R/61.67%;2026-05:48R/117.25%;2026-06:47R/86.28%,61.670833333333334
V265_150_TOP,FIXED_N=8,149,143,95.97315436241611,37.76223776223776,32,22.377622377622377,8.0,4.08063447478228,1430000,1126390.0,-303610.0,78.76853146853146,61.583333333333336,2026-04:48R/61.58%;2026-05:48R/97.47%;2026-06:47R/77.22%,61.583333333333336
V265_200_SIMPLE,FIXED_N=8,205,198,96.58536585365853,32.82828282828283,40,20.2020202020202,8.0,4.646259589409344,1980000,1674600.0,-305400.0,84.57575757575758,61.2390625,2026-04:64R/61.24%;2026-05:75R/110.61%;2026-06:59R/76.80%,61.2390625
V265_200_SIMPLE,FIXED_N=10,205,198,96.58536585365853,32.82828282828283,48,24.242424242424242,10.0,4.10490308460993,1980000,1792200.0,-187800.0,90.51515151515152,60.8625,2026-04:64R/60.86%;2026-05:75R/122.81%;2026-06:59R/81.63%,60.8625
V265_200_SIMPLE,COMP_TARGET=8.5,205,198,96.58536585365853,32.82828282828283,25,12.626262626262626,3.9545454545454546,7.744685866108644,1980000,1946050.0,-33950.0,98.28535353535354,60.3625,2026-04:64R/60.36%;2026-05:75R/136.60%;2026-06:59R/90.72%,60.3625
V265_150_FLOOR,COMP_TARGET=8.0,155,152,98.06451612903226,36.18421052631579,20,13.157894736842104,3.3684210526315788,7.2274104504674,1520000,1384910.0,-135090.0,91.1125,59.789795918367346,2026-04:49R/59.79%;2026-05:57R/120.54%;2026-06:46R/88.01%,59.789795918367346
V265_150_TOP,FIXED_N=12,149,143,95.97315436241611,37.76223776223776,43,30.069930069930066,12.0,3.2692477679258274,1430000,1343830.0,-86170.0,93.97412587412587,59.12083333333333,2026-04:48R/59.12%;2026-05:48R/123.85%;2026-06:47R/99.06%,59.12083333333333
V265_200_SIMPLE,COMP_TARGET=8.0,205,198,96.58536585365853,32.82828282828283,25,12.626262626262626,4.191919191919192,7.38902487133372,1980000,1829340.0,-150660.0,92.39090909090909,58.615625,2026-04:64R/58.62%;2026-05:75R/130.04%;2026-06:59R/81.17%,58.615625
V265_200_TOP,COMP_TARGET=7.0,207,199,96.13526570048309,33.66834170854271,28,14.07035175879397,4.582914572864322,6.589507852987301,1990000,1809170.0,-180830.0,90.91306532663316,58.461194029850745,2026-04:67R/58.46%;2026-05:72R/133.44%;2026-06:60R/76.12%,58.461194029850745
V265_150_FLOOR,COMP_TARGET=7.5,155,152,98.06451612903226,36.18421052631579,20,13.157894736842104,3.6052631578947367,6.923877926739257,1520000,1373630.0,-146370.0,90.3703947368421,58.25918367346939,2026-04:49R/58.26%;2026-05:57R/119.88%;2026-06:46R/88.01%,58.25918367346939
V265_200_SIMPLE,FIXED_N=6,205,198,96.58536585365853,32.82828282828283,34,17.17171717171717,6.0,5.527614741523801,1980000,1673330.0,-306670.0,84.51161616161616,57.59375,2026-04:64R/57.59%;2026-05:75R/120.36%;2026-06:59R/68.14%,57.59375
V265_200_SIMPLE,COMP_TARGET=7.5,205,198,96.58536585365853,32.82828282828283,26,13.131313131313133,4.4646464646464645,7.078989584800602,1980000,1855170.0,-124830.0,93.69545454545455,57.44375,2026-04:64R/57.44%;2026-05:75R/124.75%;2026-06:59R/93.54%,57.44375
V265_150_FLOOR,FIXED_N=7,155,152,98.06451612903226,36.18421052631579,29,19.078947368421055,7.0,4.316059878943404,1520000,1168590.0,-351410.0,76.88092105263158,57.16938775510204,2026-04:49R/57.17%;2026-05:57R/100.26%;2026-06:46R/68.91%,57.16938775510204
V265_200_SIMPLE,COMP_TARGET=11.5,205,198,96.58536585365853,32.82828282828283,20,10.1010101010101,3.0,9.305816650923035,1980000,1747380.0,-232620.0,88.25151515151515,54.15932203389832,2026-04:64R/72.61%;2026-05:75R/128.42%;2026-06:59R/54.16%,54.15932203389832
V265_200_SIMPLE,COMP_TARGET=12.0,205,198,96.58536585365853,32.82828282828283,20,10.1010101010101,2.904040404040404,9.452269210319642,1980000,1747380.0,-232620.0,88.25151515151515,54.15932203389832,2026-04:64R/72.61%;2026-05:75R/128.42%;2026-06:59R/54.16%,54.15932203389832
