combo,odds,pair_prob,combo_prob,market_share,train_pair_count,ev,stake,date,race_code,venue,race,day_cat,score3,p3,composite_odds,tickets,actual_combo,hit,payout100,return
3-1-2,31.5,0.10407078662052545,0.01675885606091588,0.14579565455552,67,0.5279039659188501,600,2026-08-19,202608190509,05,09R,3日目以降,69.99,0.161,5.0,13,4-2-5,0,0,0
3-1-6,132.1,0.06760019306387124,0.010885878179997388,0.034765807104457834,44,1.438024507577655,400,2026-08-19,202608190509,05,09R,3日目以降,69.99,0.161,5.0,13,4-2-5,0,0,0
3-4-1,55.2,0.05750471581336406,0.009260170759101117,0.08319860721918261,37,0.5111614259023817,400,2026-08-19,202608190509,05,09R,3日目以降,69.99,0.161,5.0,13,4-2-5,0,0,0
3-2-4,136.9,0.056898282079726005,0.009162514769533343,0.03354684527756669,37,1.2543482719491148,300,2026-08-19,202608190509,05,09R,3日目以降,69.99,0.161,5.0,13,4-2-5,0,0,0
3-4-2,75.7,0.05570281454411228,0.008970004757786235,0.0606679407991926,36,0.6790293601644181,300,2026-08-19,202608190509,05,09R,3日目以降,69.99,0.161,5.0,13,4-2-5,0,0,0
3-2-1,67.0,0.049692161443499853,0.008002089808583818,0.06854571818655045,32,0.5361400171751158,300,2026-08-19,202608190509,05,09R,3日目以降,69.99,0.161,5.0,13,4-2-5,0,0,0
3-4-6,275.4,0.04447848517325523,0.007162514621362069,0.016675973560271895,29,1.9725565267231135,300,2026-08-19,202608190509,05,09R,3日目以降,69.99,0.161,5.0,13,4-2-5,0,0,0
3-5-2,144.7,0.04160902003036544,0.00670043534952133,0.031738514986170564,27,0.9695529950757363,300,2026-08-19,202608190509,05,09R,3日目以降,69.99,0.161,5.0,13,4-2-5,0,0,0
3-5-1,122.2,0.04015367755210444,0.00646607683351005,0.037582349578550577,26,0.7901545890549282,300,2026-08-19,202608190509,05,09R,3日目以降,69.99,0.161,5.0,13,4-2-5,0,0,0
3-4-5,70.3,0.03591240387321492,0.005783090787112262,0.06532806711947198,23,0.406551282333992,300,2026-08-19,202608190509,05,09R,3日目以降,69.99,0.161,5.0,13,4-2-5,0,0,0
3-2-5,135.2,0.034002670682370374,0.005475560261982118,0.03396866211907456,22,0.7402957474199823,200,2026-08-19,202608190509,05,09R,3日目以降,69.99,0.161,5.0,13,4-2-5,0,0,0
3-1-5,13.0,0.13428695373781283,0.022627038551878233,0.11974433728342422,87,0.294151501174417,1600,2026-08-20,202608201301,13,01R,3日目以降,72.04,0.1685,5.01,4,3-5-2,0,0,0
3-1-4,15.6,0.1080890008883809,0.018212744589549208,0.09978694773618686,70,0.2841188155969676,1300,2026-08-20,202608201301,13,01R,3日目以降,72.04,0.1685,5.01,4,3-5-2,0,0,0
3-1-2,22.8,0.10312397288586286,0.017376148949413715,0.06827528003002258,67,0.39617619604663273,1200,2026-08-20,202608201301,13,01R,3日目以降,72.04,0.1685,5.01,4,3-5-2,0,0,0
3-1-6,67.8,0.0674559979075745,0.01136617834216548,0.02295982868266246,44,0.7706268915988195,900,2026-08-20,202608201301,13,01R,3日目以降,72.04,0.1685,5.01,4,3-5-2,0,0,0
3-1-5,30.5,0.13358689693793185,0.0212513702938235,0.06242718679317067,87,0.6481667939616167,1400,2026-08-20,202608201504,15,04R,3日目以降,69.55,0.1591,5.04,5,1-2-5,0,0,0
3-1-4,23.0,0.10788132980932849,0.017162058106891698,0.08278387813876979,70,0.39472733645850905,1100,2026-08-20,202608201504,15,04R,3日目以降,69.55,0.1591,5.04,5,1-2-5,0,0,0
3-1-2,49.7,0.10275799018776888,0.01634702317506475,0.03831044662357556,67,0.8124470518007181,1100,2026-08-20,202608201504,15,04R,3日目以降,69.55,0.1591,5.04,5,1-2-5,0,0,0
3-1-6,12.3,0.06906624881493621,0.01098724846534549,0.15479912172290286,44,0.13514315612374952,800,2026-08-20,202608201504,15,04R,3日目以降,69.55,0.1591,5.04,5,1-2-5,0,0,0
3-4-1,48.3,0.05697002619055628,0.009062948163148477,0.03942089435179514,37,0.4377403962800714,600,2026-08-20,202608201504,15,04R,3日目以降,69.55,0.1591,5.04,5,1-2-5,0,0,0
3-1-5,8.5,0.1346961227133192,0.0193886445838994,0.15324504715301007,87,0.1648034789631449,1200,2026-08-21,202608210605,06,05R,初日,65.89,0.1439,5.05,7,3-4-5,0,0,0
3-1-2,42.8,0.10266179151053738,0.014777507680607984,0.03043417992524733,67,0.6324773287300216,1000,2026-08-21,202608210605,06,05R,初日,65.89,0.1439,5.05,7,3-4-5,0,0,0
3-1-6,57.4,0.06745273993154786,0.009709390102686741,0.022693081895480582,44,0.557318991894219,700,2026-08-21,202608210605,06,05R,初日,65.89,0.1439,5.05,7,3-4-5,0,0,0
3-2-4,109.3,0.05663410688708024,0.008152117133298806,0.011917501379694287,37,0.8910264026695596,600,2026-08-21,202608210605,06,05R,初日,65.89,0.1439,5.05,7,3-4-5,0,0,0
3-4-2,73.2,0.055179173720569075,0.007942688817987523,0.0177948483715927,36,0.5814048214766867,600,2026-08-21,202608210605,06,05R,初日,65.89,0.1439,5.05,7,3-4-5,0,0,0
3-2-1,89.2,0.04903331844052999,0.0070580322941885916,0.014602947318392213,32,0.6295764806416224,500,2026-08-21,202608210605,06,05R,初日,65.89,0.1439,5.05,7,3-4-5,0,0,0
3-2-6,180.0,0.0336761718677388,0.004847469356483079,0.007236571671114364,22,0.8725444841669543,400,2026-08-21,202608210605,06,05R,初日,65.89,0.1439,5.05,7,3-4-5,0,0,0
3-1-5,13.1,0.13410988772639676,0.02209045383231559,0.10524705759873489,87,0.28938494520333424,2200,2026-08-21,202608211301,13,01R,3日目以降,70.75,0.1647,5.01,3,3-1-2,0,0,0
3-1-4,8.9,0.10876231094199287,0.017915224964334547,0.15491420837566594,70,0.15944550218257747,1800,2026-08-21,202608211301,13,01R,3日目以降,70.75,0.1647,5.01,3,3-1-2,0,0,0
3-2-4,92.9,0.05666981473366827,0.009334598270740135,0.014841081319089632,37,0.8671841793517585,1000,2026-08-21,202608211301,13,01R,3日目以降,70.75,0.1647,5.01,3,3-1-2,0,0,0
3-1-5,19.2,0.13459211482311803,0.02251925415233949,0.14472940114278818,87,0.4323696797249182,1500,2026-08-21,202608212404,24,04R,2日目,71.39,0.1673,5.02,5,3-2-5,0,0,0
3-1-4,10.7,0.11004215395812689,0.018411682108648228,0.2597013553216386,70,0.19700499856253603,1200,2026-08-21,202608212404,24,04R,2日目,71.39,0.1673,5.02,5,3-2-5,0,0,0
3-1-2,25.3,0.10363156238213393,0.01733909519554152,0.10983417003721475,67,0.4386791084472004,1100,2026-08-21,202608212404,24,04R,2日目,71.39,0.1673,5.02,5,3-2-5,0,0,0
3-1-6,89.6,0.06755436266384154,0.011302845370441137,0.03101344310202604,44,1.0127349451915257,800,2026-08-21,202608212404,24,04R,2日目,71.39,0.1673,5.02,5,3-2-5,0,0,0
3-2-6,328.0,0.03369126064054893,0.005637046881047418,0.008471964944943698,22,1.848951376983553,400,2026-08-21,202608212404,24,04R,2日目,71.39,0.1673,5.02,5,3-2-5,0,0,0
3-1-5,34.5,0.13328392648800605,0.02353153096946767,0.03762148120549506,87,0.8118378184466346,1100,2026-08-21,202608212409,24,09R,2日目,75.53,0.1766,5.02,8,3-4-2,0,0,0
3-1-4,33.7,0.10734063600302247,0.01895119364310429,0.03851457274746526,70,0.6386552257726147,900,2026-08-21,202608212409,24,09R,2日目,75.53,0.1766,5.02,8,3-4-2,0,0,0
3-1-2,19.3,0.10311146057134966,0.018204524669072557,0.06725083427925281,67,0.3513473261131004,800,2026-08-21,202608212409,24,09R,2日目,75.53,0.1766,5.02,8,3-4-2,0,0,0
3-1-6,26.0,0.06778529235541496,0.01196762241604134,0.049920811599599206,44,0.3111581828170748,600,2026-08-21,202608212409,24,09R,2日目,75.53,0.1766,5.02,8,3-4-2,0,0,0
3-4-1,46.7,0.05682800819957554,0.010033093037680062,0.02779317134024795,37,0.46854544485965893,500,2026-08-21,202608212409,24,09R,2日目,75.53,0.1766,5.02,8,3-4-2,0,0,0
3-5-2,90.6,0.04139634883326958,0.007308604197525866,0.014326060723946793,27,0.6621595402958435,400,2026-08-21,202608212409,24,09R,2日目,75.53,0.1766,5.02,8,3-4-2,0,0,0
3-5-1,104.2,0.039846793875733935,0.007035027319706144,0.012456248575715732,26,0.7330498467133801,400,2026-08-21,202608212409,24,09R,2日目,75.53,0.1766,5.02,8,3-4-2,0,0,0
3-5-4,121.7,0.03371804686549602,0.005952985367044853,0.010665087112486274,22,0.7244783191693586,300,2026-08-21,202608212409,24,09R,2日目,75.53,0.1766,5.02,8,3-4-2,0,0,0
3-1-5,74.1,0.13347762209629133,0.02210763261048242,0.053480309133852794,87,1.6381755764367472,600,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-1-4,55.4,0.10774390628198936,0.01784540853134252,0.07153232683787891,70,0.9886356326363755,500,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-1-2,163.2,0.10258665550866775,0.016991223360928932,0.024282419772172135,67,2.7729676525036018,500,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-1-6,390.3,0.06729958410247959,0.011146696028960958,0.010153448390516248,44,4.350555460103462,400,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-4-1,41.6,0.05765205252695787,0.009548794595597104,0.09526180064467528,37,0.39722985517683956,300,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-2-4,89.4,0.05702995589348068,0.009445757969643353,0.04432763877873033,37,0.8444507624861157,300,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-4-2,84.1,0.05553735787556703,0.009198541933749603,0.04712117606205104,36,0.7735973766283416,300,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-2-1,251.6,0.04904733751170857,0.008123612791430706,0.01575075877113868,32,2.0439009783239657,300,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-4-6,178.3,0.04454627142053703,0.007378110182556424,0.022225972556469385,29,1.3155170455498104,300,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-5-2,94.8,0.04173194072300943,0.006911978196323868,0.04180264669639759,27,0.6552555330115026,300,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-5-1,96.5,0.040196228726884435,0.006657621278118136,0.04106622701366313,26,0.6424604533384001,200,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-4-5,17.1,0.03794501381675353,0.006284757037814914,0.23174800624669542,23,0.10746934534663503,200,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-2-5,72.3,0.03425724298152414,0.005673958901794116,0.054811769112288966,22,0.41022722859971456,200,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-2-6,210.3,0.03381794185155012,0.00560119833088861,0.01884398909566568,22,1.1779320089858747,200,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-6-1,598.4,0.030615236373980868,0.005070740603625517,0.006622478119683309,20,3.0343311772095096,200,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-6-4,363.9,0.021507054103256068,0.003562170521029716,0.010890054704090388,14,1.2962738526027135,200,2026-08-22,202608220405,04,05R,3日目以降,70.97,0.1656,5.02,16,2-4-5,0,0,0
3-1-5,32.5,0.13337382269878564,0.021064005164278126,0.044981733463075865,87,0.6845801678390391,1200,2026-08-22,202608220407,04,07R,3日目以降,69.36,0.1579,5.13,6,1-5-3,0,0,0
3-1-4,34.2,0.1073923151064863,0.016960691642734234,0.042745799343566246,70,0.5800556541815108,1000,2026-08-22,202608220407,04,07R,3日目以降,69.36,0.1579,5.13,6,1-5-3,0,0,0
3-1-2,24.1,0.10303096200312943,0.01627189407786406,0.06066001400622264,67,0.3921526472765239,900,2026-08-22,202608220407,04,07R,3日目以降,69.36,0.1579,5.13,6,1-5-3,0,0,0
3-1-6,17.7,0.06818434904907057,0.010768496031910178,0.08259357839265342,44,0.19060237976481015,700,2026-08-22,202608220407,04,07R,3日目以降,69.36,0.1579,5.13,6,1-5-3,0,0,0
3-2-4,54.1,0.0568185929562275,0.008973478537538309,0.027022298291126904,37,0.4854651888808225,600,2026-08-22,202608220407,04,07R,3日目以降,69.36,0.1579,5.13,6,1-5-3,0,0,0
3-4-1,54.6,0.056815570581338244,0.008973001207587143,0.026774841347068968,37,0.489925865934258,600,2026-08-22,202608220407,04,07R,3日目以降,69.36,0.1579,5.13,6,1-5-3,0,0,0
3-1-5,31.9,0.13357551153908265,0.021717643300679053,0.06149500726239243,87,0.6927928212916618,1000,2026-08-22,202608222202,22,02R,初日,70.23,0.1626,5.05,9,3-2-5,0,0,0
3-1-4,14.7,0.10850013250800879,0.017640712348654573,0.13344834909321895,70,0.2593184715252222,800,2026-08-22,202608222202,22,02R,初日,70.23,0.1626,5.05,9,3-2-5,0,0,0
3-1-2,33.6,0.103003159117292,0.016746975869884047,0.05838365272828328,67,0.562698389228104,800,2026-08-22,202608222202,22,02R,初日,70.23,0.1626,5.05,9,3-2-5,0,0,0
3-1-6,98.3,0.06741931190316856,0.010961504475031232,0.019956162071925923,44,1.0775158898955701,600,2026-08-22,202608222202,22,02R,初日,70.23,0.1626,5.05,9,3-2-5,0,0,0
3-2-4,38.6,0.05710926416380028,0.009285224619265458,0.05082100341114814,37,0.3584096703036467,500,2026-08-22,202608222202,22,02R,初日,70.23,0.1626,5.05,9,3-2-5,0,0,0
3-2-1,70.8,0.04919337399951185,0.007998203689945867,0.027707496210032743,32,0.5662728212481674,400,2026-08-22,202608222202,22,02R,初日,70.23,0.1626,5.05,9,3-2-5,0,0,0
3-5-2,84.3,0.04150559209390965,0.006748270200824005,0.02327035268885312,27,0.5688791779294636,400,2026-08-22,202608222202,22,02R,初日,70.23,0.1626,5.05,9,3-2-5,0,0,0
3-6-1,201.2,0.030653434551874723,0.0049838503320538945,0.009749953934743132,20,1.0027506868092435,300,2026-08-22,202608222202,22,02R,初日,70.23,0.1626,5.05,9,3-2-5,0,0,0
3-6-2,590.3,0.018361199508733075,0.0029852925652962613,0.0033232097775204444,12,1.7622182012943828,200,2026-08-22,202608222202,22,02R,初日,70.23,0.1626,5.05,9,3-2-5,0,0,0
3-1-5,38.7,0.13363920812990737,0.01934281150194054,0.06671016563616647,87,0.7485668051250989,1000,2026-08-22,202608222406,24,06R,3日目以降,66.24,0.1447,5.08,8,1-3-6,0,0,0
3-1-4,41.4,0.10763187178821246,0.01557853444908667,0.06235950265989475,70,0.6449513261921881,800,2026-08-22,202608222406,24,06R,3日目以降,66.24,0.1447,5.08,8,1-3-6,0,0,0
3-1-2,49.6,0.10292580236644168,0.014897382450252078,0.05205006875241215,67,0.7389101695325031,800,2026-08-22,202608222406,24,06R,3日目以降,66.24,0.1447,5.08,8,1-3-6,0,0,0
3-1-6,9.6,0.07046015701033033,0.010198335911442358,0.26892535522079614,44,0.09790402474984664,600,2026-08-22,202608222406,24,06R,3日目以降,66.24,0.1447,5.08,8,1-3-6,0,0,0
3-4-1,127.4,0.056736053630219864,0.008211922280073248,0.02026439097425151,37,1.0461988984813317,500,2026-08-22,202608222406,24,06R,3日目以降,66.24,0.1447,5.08,8,1-3-6,0,0,0
3-2-4,207.8,0.05664029173148695,0.008198061794201031,0.012423885515493949,37,1.7035572408349744,500,2026-08-22,202608222406,24,06R,3日目以降,66.24,0.1447,5.08,8,1-3-6,0,0,0
3-4-2,266.6,0.05508010667140615,0.007972242096916151,0.009683733721379003,36,2.125399743037846,400,2026-08-22,202608222406,24,06R,3日目以降,66.24,0.1447,5.08,8,1-3-6,0,0,0
3-2-1,159.5,0.049052654691722285,0.00709983444715897,0.01618610288476265,32,1.1324235943218557,400,2026-08-22,202608222406,24,06R,3日目以降,66.24,0.1447,5.08,8,1-3-6,0,0,0
3-1-5,25.7,0.1345106535047374,0.019247248593206038,0.1380597557003755,87,0.49465428884539514,700,2026-08-23,202608230303,03,03R,3日目以降,65.7,0.1431,5.05,13,3-1-5,1,1780,12460
3-1-4,74.3,0.10745348619218553,0.015375614548440112,0.04775418198519046,70,1.1424081609491004,600,2026-08-23,202608230303,03,03R,3日目以降,65.7,0.1431,5.05,13,3-1-5,0,0,0
3-1-2,72.4,0.10288863999350506,0.0147224266611873,0.04900739946822722,67,1.0659036902699606,600,2026-08-23,202608230303,03,03R,3日目以降,65.7,0.1431,5.05,13,3-1-5,0,0,0
3-1-6,61.0,0.06788599889305462,0.009713867732021046,0.05816615936884674,44,0.5925459316532837,400,2026-08-23,202608230303,03,03R,3日目以降,65.7,0.1431,5.05,13,3-1-5,0,0,0
3-4-1,122.1,0.05684347188541488,0.008133782758262828,0.02905926061834276,37,0.9931348747838913,400,2026-08-23,202608230303,03,03R,3日目以降,65.7,0.1431,5.05,13,3-1-5,0,0,0
3-2-4,141.0,0.05679589719854905,0.008126975254165628,0.025164083131203198,37,1.1459035108373534,300,2026-08-23,202608230303,03,03R,3日目以降,65.7,0.1431,5.05,13,3-1-5,0,0,0
3-4-2,227.2,0.05515257153647455,0.00789183032911009,0.015616794548854097,36,1.7930238507738125,300,2026-08-23,202608230303,03,03R,3日目以降,65.7,0.1431,5.05,13,3-1-5,0,0,0
3-2-1,127.8,0.04919405423278258,0.007039220808578396,0.02776319030907395,32,0.899612419336319,300,2026-08-23,202608230303,03,03R,3日目以降,65.7,0.1431,5.05,13,3-1-5,0,0,0
3-4-6,240.6,0.04445492557265867,0.006361094689494603,0.014747031261428309,29,1.5304793822924014,300,2026-08-23,202608230303,03,03R,3日目以降,65.7,0.1431,5.05,13,3-1-5,0,0,0
3-5-2,41.9,0.04225564633248911,0.0060463978743465745,0.08468104347254536,27,0.25334407093512146,300,2026-08-23,202608230303,03,03R,3日目以降,65.7,0.1431,5.05,13,3-1-5,0,0,0
3-5-1,22.4,0.04162929973909468,0.005956773385323141,0.15839891613837728,26,0.13343172383123836,300,2026-08-23,202608230303,03,03R,3日目以降,65.7,0.1431,5.05,13,3-1-5,0,0,0
3-4-5,112.0,0.03550143246690291,0.0050799314277462084,0.03167978322767545,23,0.5689523199075753,300,2026-08-23,202608230303,03,03R,3日目以降,65.7,0.1431,5.05,13,3-1-5,0,0,0
3-2-6,154.3,0.03386864179299765,0.004846293963482338,0.022995046801682763,22,0.7477831585653248,200,2026-08-23,202608230303,03,03R,3日目以降,65.7,0.1431,5.05,13,3-1-5,0,0,0
3-1-5,13.0,0.1349434993016156,0.020661795015507366,0.17349900531977575,87,0.26860333520159574,1100,2026-08-23,202608230401,04,01R,3日目以降,68.24,0.1531,5.05,7,1-3-5,0,0,0
3-1-4,29.6,0.10780090244240029,0.01650587216337968,0.0761988874715231,70,0.4885738160360385,900,2026-08-23,202608230401,04,01R,3日目以降,68.24,0.1531,5.05,7,1-3-5,0,0,0
3-1-2,25.1,0.10338760357369038,0.015830132486852982,0.08986004259589978,67,0.39733632542000985,900,2026-08-23,202608230401,04,01R,3日目以降,68.24,0.1531,5.05,7,1-3-5,0,0,0
3-1-6,95.5,0.0674640325575038,0.010329715909523403,0.023617665645623922,44,0.986487869359485,600,2026-08-23,202608230401,04,01R,3日目以降,68.24,0.1531,5.05,7,1-3-5,0,0,0
3-2-4,61.4,0.0569372130331267,0.00871790809141003,0.03673431708724893,37,0.5352795568125759,500,2026-08-23,202608230401,04,01R,3日目以降,68.24,0.1531,5.05,7,1-3-5,0,0,0
3-4-1,67.8,0.05689486132435445,0.008711423434277693,0.03326677093152042,37,0.5906345088440276,500,2026-08-23,202608230401,04,01R,3日目以降,68.24,0.1531,5.05,7,1-3-5,0,0,0
3-4-6,163.9,0.044442886852002074,0.00680484664163782,0.013761361007669825,29,1.1153143645644388,500,2026-08-23,202608230401,04,01R,3日目以降,68.24,0.1531,5.05,7,1-3-5,0,0,0
3-1-5,53.6,0.1333665074305975,0.01962368605757073,0.04438279588016933,87,1.0518295726857911,1000,2026-08-23,202608232207,22,07R,2日目,66.88,0.1471,5.03,8,1-3-4,0,0,0
3-1-4,21.4,0.10822796196571424,0.015924774436873526,0.11116438594285404,70,0.3407901729490934,800,2026-08-23,202608232207,22,07R,2日目,66.88,0.1471,5.03,8,1-3-4,0,0,0
3-1-2,58.9,0.10278337829348272,0.015123652755302558,0.04038909777889773,67,0.8907831472873207,800,2026-08-23,202608232207,22,07R,2日目,66.88,0.1471,5.03,8,1-3-4,0,0,0
3-1-6,20.8,0.06857247085095541,0.010089824395164043,0.1143710509219748,44,0.2098683474194121,500,2026-08-23,202608232207,22,07R,2日目,66.88,0.1471,5.03,8,1-3-4,0,0,0
3-4-1,28.0,0.05752624552199655,0.008464471357487185,0.084961352113467,37,0.23700519800964118,500,2026-08-23,202608232207,22,07R,2日目,66.88,0.1471,5.03,8,1-3-4,0,0,0
3-2-4,77.7,0.056862494088113745,0.008366806283926219,0.030616703464312434,37,0.6501008482610672,500,2026-08-23,202608232207,22,07R,2日目,66.88,0.1471,5.03,8,1-3-4,0,0,0
3-4-2,83.3,0.05531063740684212,0.008138464484277116,0.028558437685198994,36,0.6779340915402837,500,2026-08-23,202608232207,22,07R,2日目,66.88,0.1471,5.03,8,1-3-4,0,0,0
3-5-2,126.8,0.041450518251660566,0.006099072194100033,0.018761181854708802,27,0.7733623542118842,400,2026-08-23,202608232207,22,07R,2日目,66.88,0.1471,5.03,8,1-3-4,0,0,0
